pairs	Predictions	Scores
MG592421.1:Vibrio cyclitrophicus	0	0
MG592421.1:Vibrio kanaloae	0	0
MG592421.1:Vibrio lentus	1	1
MG592421.1:Vibrio parahaemolyticus	0	0
MG592421.1:Vibrio sp. 10N.1	0	0
MG592421.1:Vibrio sp. 10N.2	0	0
MG592421.1:Vibrio sp. 10N.3	0	0
MG592421.1:Vibrio sp. 10N.4	0	0
MG592421.1:Vibrio sp. 10N.5	0	0
MG592421.1:Vibrio sp. F12	0	0
MG592421.1:Vibrio sp. F13	0	0
MG592421.1:Vibrio splendidus	0	0
MG592421.1:Vibrio tasmaniensis	0	0
MG592421.1:Vibrio vulnificus	0	0
MG592422.1:Aliivibrio fischeri	0	0
MG592422.1:Enterovibrio norvegicus	0	0
MG592422.1:Shewanella sp. 10N.6	0	0
MG592422.1:Shewanella sp. 10N.7	0	0
MG592422.1:Vibrio alginolyticus	0	0
MG592422.1:Vibrio anguillarum	0	0
MG592422.1:Vibrio breoganii	0	0
MG592422.1:Vibrio cyclitrophicus	0	0
MG592422.1:Vibrio kanaloae	0	0
MG592422.1:Vibrio lentus	1	1
MG592422.1:Vibrio parahaemolyticus	0	0
MG592422.1:Vibrio sp. 10N.1	0	0
MG592422.1:Vibrio sp. 10N.2	0	0
MG592422.1:Vibrio sp. 10N.3	0	0
MG592422.1:Vibrio sp. 10N.4	0	0
MG592422.1:Vibrio sp. 10N.5	0	0
MG592422.1:Vibrio sp. F12	0	0
MG592422.1:Vibrio sp. F13	0	0
MG592422.1:Vibrio splendidus	0	0
MG592422.1:Vibrio tasmaniensis	0	0
MG592422.1:Vibrio vulnificus	0	0
MG592423.1:Aliivibrio fischeri	0	0
MG592423.1:Enterovibrio norvegicus	0	0
MG592423.1:Shewanella sp. 10N.6	0	0
MG592423.1:Shewanella sp. 10N.7	0	0
MG592423.1:Vibrio alginolyticus	0	0
MG592423.1:Vibrio anguillarum	0	0
MG592423.1:Vibrio breoganii	0	0
MG592423.1:Vibrio cyclitrophicus	0	0
MG592423.1:Vibrio kanaloae	0	0
MG592423.1:Vibrio lentus	1	1
MG592423.1:Vibrio parahaemolyticus	0	0
MG592423.1:Vibrio sp. 10N.1	0	0
MG592423.1:Vibrio sp. 10N.2	0	0
MG592423.1:Vibrio sp. 10N.3	0	0
MG592423.1:Vibrio sp. 10N.4	0	0
MG592423.1:Vibrio sp. 10N.5	0	0
MG592423.1:Vibrio sp. F12	0	0
MG592423.1:Vibrio sp. F13	0	0
MG592423.1:Vibrio splendidus	0	0
MG592423.1:Vibrio tasmaniensis	0	0
MG592423.1:Vibrio vulnificus	0	0
MG592424.1:Aliivibrio fischeri	0	0
MG592424.1:Enterovibrio norvegicus	0	0
MG592424.1:Shewanella sp. 10N.6	0	0
MG592424.1:Shewanella sp. 10N.7	0	0
MG592424.1:Vibrio alginolyticus	0	0
MG592424.1:Vibrio anguillarum	0	0
MG592424.1:Vibrio breoganii	0	0
MG592424.1:Vibrio cyclitrophicus	1	1
MG592424.1:Vibrio kanaloae	0	0
MG592424.1:Vibrio lentus	1	1
MG592424.1:Vibrio parahaemolyticus	0	0
MG592424.1:Vibrio sp. 10N.1	0	0
MG592424.1:Vibrio sp. 10N.2	0	0
MG592424.1:Vibrio sp. 10N.3	0	0
MG592424.1:Vibrio sp. 10N.4	0	0
MG592424.1:Vibrio sp. 10N.5	0	0
MG592424.1:Vibrio sp. F12	1	1
MG592424.1:Vibrio sp. F13	0	0
MG592424.1:Vibrio splendidus	1	1
MG592424.1:Vibrio tasmaniensis	0	0
MG592424.1:Vibrio vulnificus	0	0
MG592425.1:Aliivibrio fischeri	0	0
MG592425.1:Enterovibrio norvegicus	0	0
MG592425.1:Shewanella sp. 10N.6	0	0
MG592425.1:Shewanella sp. 10N.7	0	0
MG592425.1:Vibrio alginolyticus	0	0
MG592425.1:Vibrio anguillarum	0	0
MG592425.1:Vibrio breoganii	0	0
MG592425.1:Vibrio cyclitrophicus	0	0
MG592425.1:Vibrio kanaloae	0	0
MG592425.1:Vibrio lentus	1	1
MG592425.1:Vibrio parahaemolyticus	0	0
MG592425.1:Vibrio sp. 10N.1	0	0
MG592425.1:Vibrio sp. 10N.2	0	0
MG592425.1:Vibrio sp. 10N.3	0	0
MG592425.1:Vibrio sp. 10N.4	0	0
MG592425.1:Vibrio sp. 10N.5	0	0
MG592425.1:Vibrio sp. F12	0	0
MG592425.1:Vibrio sp. F13	0	0
MG592425.1:Vibrio splendidus	0	0
MG592425.1:Vibrio tasmaniensis	0	0
MG592425.1:Vibrio vulnificus	0	0
MG592426.1:Aliivibrio fischeri	0	0
MG592426.1:Enterovibrio norvegicus	0	0
MG592426.1:Shewanella sp. 10N.6	0	0
MG592426.1:Shewanella sp. 10N.7	0	0
MG592426.1:Vibrio alginolyticus	0	0
MG592426.1:Vibrio anguillarum	0	0
MG592426.1:Vibrio breoganii	0	0
MG592426.1:Vibrio cyclitrophicus	1	1
MG592426.1:Vibrio kanaloae	0	0
MG592426.1:Vibrio lentus	1	1
MG592426.1:Vibrio parahaemolyticus	0	0
MG592426.1:Vibrio sp. 10N.1	0	0
MG592426.1:Vibrio sp. 10N.2	0	0
MG592426.1:Vibrio sp. 10N.3	0	0
MG592426.1:Vibrio sp. 10N.4	0	0
MG592426.1:Vibrio sp. 10N.5	0	0
MG592426.1:Vibrio sp. F12	1	1
MG592426.1:Vibrio sp. F13	0	0
MG592426.1:Vibrio splendidus	1	1
MG592426.1:Vibrio tasmaniensis	0	0
MG592426.1:Vibrio vulnificus	0	0
MG592427.1:Aliivibrio fischeri	0	0
MG592427.1:Enterovibrio norvegicus	0	0
MG592427.1:Shewanella sp. 10N.6	0	0
MG592427.1:Shewanella sp. 10N.7	0	0
MG592427.1:Vibrio alginolyticus	0	0
MG592427.1:Vibrio anguillarum	0	0
MG592427.1:Vibrio breoganii	0	0
MG592427.1:Vibrio cyclitrophicus	1	1
MG592427.1:Vibrio kanaloae	0	0
MG592427.1:Vibrio lentus	1	1
MG592427.1:Vibrio parahaemolyticus	0	0
MG592427.1:Vibrio sp. 10N.1	0	0
MG592427.1:Vibrio sp. 10N.2	0	0
MG592427.1:Vibrio sp. 10N.3	0	0
MG592427.1:Vibrio sp. 10N.4	0	0
MG592427.1:Vibrio sp. 10N.5	0	0
MG592427.1:Vibrio sp. F12	1	1
MG592427.1:Vibrio sp. F13	0	0
MG592427.1:Vibrio splendidus	1	1
MG592427.1:Vibrio tasmaniensis	0	0
MG592427.1:Vibrio vulnificus	0	0
MG592428.1:Aliivibrio fischeri	0	0
MG592428.1:Enterovibrio norvegicus	0	0
MG592428.1:Shewanella sp. 10N.6	0	0
MG592428.1:Shewanella sp. 10N.7	0	0
MG592428.1:Vibrio alginolyticus	0	0
MG592428.1:Vibrio anguillarum	0	0
MG592428.1:Vibrio breoganii	0	0
MG592428.1:Vibrio cyclitrophicus	0	0
MG592428.1:Vibrio kanaloae	0	0
MG592428.1:Vibrio lentus	0	0
MG592428.1:Vibrio parahaemolyticus	0	0
MG592428.1:Vibrio sp. 10N.1	0	0
MG592428.1:Vibrio sp. 10N.2	0	0
MG592428.1:Vibrio sp. 10N.3	0	0
MG592428.1:Vibrio sp. 10N.4	0	0
MG592428.1:Vibrio sp. 10N.5	0	0
MG592428.1:Vibrio sp. F12	0	0
MG592428.1:Vibrio sp. F13	0	0
MG592428.1:Vibrio splendidus	1	1
MG592428.1:Vibrio tasmaniensis	0	0
MG592428.1:Vibrio vulnificus	0	0
MG592429.1:Aliivibrio fischeri	0	0
MG592429.1:Enterovibrio norvegicus	0	0
MG592429.1:Shewanella sp. 10N.6	0	0
MG592429.1:Shewanella sp. 10N.7	0	0
MG592429.1:Vibrio alginolyticus	0	0
MG592429.1:Vibrio anguillarum	0	0
MG592429.1:Vibrio breoganii	0	0
MG592429.1:Vibrio cyclitrophicus	0	0
MG592429.1:Vibrio kanaloae	0	0
MG592429.1:Vibrio lentus	0	0
MG592429.1:Vibrio parahaemolyticus	0	0
MG592429.1:Vibrio sp. 10N.1	0	0
MG592429.1:Vibrio sp. 10N.2	0	0
MG592429.1:Vibrio sp. 10N.3	0	0
MG592429.1:Vibrio sp. 10N.4	0	0
MG592429.1:Vibrio sp. 10N.5	0	0
MG592429.1:Vibrio sp. F12	0	0
MG592429.1:Vibrio sp. F13	0	0
MG592429.1:Vibrio splendidus	0	0
MG592429.1:Vibrio tasmaniensis	0	0
MG592429.1:Vibrio vulnificus	0	0
MG592430.1:Aliivibrio fischeri	0	0
MG592430.1:Enterovibrio norvegicus	0	0
MG592430.1:Shewanella sp. 10N.6	0	0
MG592430.1:Shewanella sp. 10N.7	0	0
MG592430.1:Vibrio alginolyticus	0	0
MG592430.1:Vibrio anguillarum	0	0
MG592430.1:Vibrio breoganii	0	0
MG592430.1:Vibrio cyclitrophicus	1	1
MG592430.1:Vibrio kanaloae	0	0
MG592430.1:Vibrio lentus	1	1
MG592430.1:Vibrio parahaemolyticus	0	0
MG592430.1:Vibrio sp. 10N.1	0	0
MG592430.1:Vibrio sp. 10N.2	0	0
MG592430.1:Vibrio sp. 10N.3	0	0
MG592430.1:Vibrio sp. 10N.4	0	0
MG592430.1:Vibrio sp. 10N.5	0	0
MG592430.1:Vibrio sp. F12	1	1
MG592430.1:Vibrio sp. F13	0	0
MG592430.1:Vibrio splendidus	1	1
MG592430.1:Vibrio tasmaniensis	0	0
MG592430.1:Vibrio vulnificus	0	0
MG592431.1:Aliivibrio fischeri	0	0
MG592431.1:Enterovibrio norvegicus	0	0
MG592431.1:Shewanella sp. 10N.6	1	1
MG592431.1:Shewanella sp. 10N.7	0	0
MG592431.1:Vibrio alginolyticus	0	0
MG592431.1:Vibrio anguillarum	0	0
MG592431.1:Vibrio breoganii	0	0
MG592431.1:Vibrio cyclitrophicus	0	0
MG592431.1:Vibrio kanaloae	0	0
MG592431.1:Vibrio lentus	0	0
MG592431.1:Vibrio parahaemolyticus	0	0
MG592431.1:Vibrio sp. 10N.1	0	0
MG592431.1:Vibrio sp. 10N.2	0	0
MG592431.1:Vibrio sp. 10N.3	0	0
MG592431.1:Vibrio sp. 10N.4	0	0
MG592431.1:Vibrio sp. 10N.5	0	0
MG592431.1:Vibrio sp. F12	0	0
MG592431.1:Vibrio sp. F13	0	0
MG592431.1:Vibrio splendidus	0	0
MG592431.1:Vibrio tasmaniensis	0	0
MG592431.1:Vibrio vulnificus	0	0
MG592432.1:Aliivibrio fischeri	0	0
MG592432.1:Enterovibrio norvegicus	0	0
MG592432.1:Shewanella sp. 10N.6	1	1
MG592432.1:Shewanella sp. 10N.7	0	0
MG592432.1:Vibrio alginolyticus	0	0
MG592432.1:Vibrio anguillarum	0	0
MG592432.1:Vibrio breoganii	0	0
MG592432.1:Vibrio cyclitrophicus	0	0
MG592432.1:Vibrio kanaloae	0	0
MG592432.1:Vibrio lentus	0	0
MG592432.1:Vibrio parahaemolyticus	0	0
MG592432.1:Vibrio sp. 10N.1	0	0
MG592432.1:Vibrio sp. 10N.2	0	0
MG592432.1:Vibrio sp. 10N.3	0	0
MG592432.1:Vibrio sp. 10N.4	0	0
MG592432.1:Vibrio sp. 10N.5	0	0
MG592432.1:Vibrio sp. F12	0	0
MG592432.1:Vibrio sp. F13	0	0
MG592432.1:Vibrio splendidus	0	0
MG592432.1:Vibrio tasmaniensis	0	0
MG592432.1:Vibrio vulnificus	0	0
MG592433.1:Aliivibrio fischeri	0	0
MG592433.1:Enterovibrio norvegicus	1	1
MG592433.1:Shewanella sp. 10N.6	0	0
MG592433.1:Shewanella sp. 10N.7	0	0
MG592433.1:Vibrio alginolyticus	0	0
MG592433.1:Vibrio anguillarum	0	0
MG592433.1:Vibrio breoganii	0	0
MG592433.1:Vibrio cyclitrophicus	0	0
MG592433.1:Vibrio kanaloae	0	0
MG592433.1:Vibrio lentus	0	0
MG592433.1:Vibrio parahaemolyticus	0	0
MG592433.1:Vibrio sp. 10N.1	0	0
MG592433.1:Vibrio sp. 10N.2	0	0
MG592433.1:Vibrio sp. 10N.3	0	0
MG592433.1:Vibrio sp. 10N.4	0	0
MG592433.1:Vibrio sp. 10N.5	0	0
MG592433.1:Vibrio sp. F12	0	0
MG592433.1:Vibrio sp. F13	0	0
MG592433.1:Vibrio splendidus	0	0
MG592433.1:Vibrio tasmaniensis	0	0
MG592433.1:Vibrio vulnificus	0	0
MG592434.1:Aliivibrio fischeri	0	0
MG592434.1:Enterovibrio norvegicus	0	0
MG592434.1:Shewanella sp. 10N.6	0	0
MG592434.1:Shewanella sp. 10N.7	0	0
MG592434.1:Vibrio alginolyticus	0	0
MG592434.1:Vibrio anguillarum	0	0
MG592434.1:Vibrio breoganii	0	0
MG592434.1:Vibrio cyclitrophicus	0	0
MG592434.1:Vibrio kanaloae	0	0
MG592434.1:Vibrio lentus	0	0
MG592434.1:Vibrio parahaemolyticus	0	0
MG592434.1:Vibrio sp. 10N.1	0	0
MG592434.1:Vibrio sp. 10N.2	0	0
MG592434.1:Vibrio sp. 10N.3	1	1
MG592434.1:Vibrio sp. 10N.4	0	0
MG592434.1:Vibrio sp. 10N.5	0	0
MG592434.1:Vibrio sp. F12	0	0
MG592434.1:Vibrio sp. F13	0	0
MG592434.1:Vibrio splendidus	0	0
MG592434.1:Vibrio tasmaniensis	0	0
MG592434.1:Vibrio vulnificus	0	0
MG592435.1:Aliivibrio fischeri	0	0
MG592435.1:Enterovibrio norvegicus	0	0
MG592435.1:Shewanella sp. 10N.6	1	1
MG592435.1:Shewanella sp. 10N.7	0	0
MG592435.1:Vibrio alginolyticus	0	0
MG592435.1:Vibrio anguillarum	0	0
MG592435.1:Vibrio breoganii	0	0
MG592435.1:Vibrio cyclitrophicus	0	0
MG592435.1:Vibrio kanaloae	0	0
MG592435.1:Vibrio lentus	0	0
MG592435.1:Vibrio parahaemolyticus	0	0
MG592435.1:Vibrio sp. 10N.1	0	0
MG592435.1:Vibrio sp. 10N.2	0	0
MG592435.1:Vibrio sp. 10N.3	0	0
MG592435.1:Vibrio sp. 10N.4	0	0
MG592435.1:Vibrio sp. 10N.5	0	0
MG592435.1:Vibrio sp. F12	0	0
MG592435.1:Vibrio sp. F13	0	0
MG592435.1:Vibrio splendidus	0	0
MG592435.1:Vibrio tasmaniensis	0	0
MG592435.1:Vibrio vulnificus	0	0
MG592436.1:Aliivibrio fischeri	0	0
MG592436.1:Enterovibrio norvegicus	0	0
MG592436.1:Shewanella sp. 10N.6	0	0
MG592436.1:Shewanella sp. 10N.7	0	0
MG592436.1:Vibrio alginolyticus	0	0
MG592436.1:Vibrio anguillarum	0	0
MG592436.1:Vibrio breoganii	0	0
MG592436.1:Vibrio cyclitrophicus	0	0
MG592436.1:Vibrio kanaloae	0	0
MG592436.1:Vibrio lentus	1	1
MG592436.1:Vibrio parahaemolyticus	0	0
MG592436.1:Vibrio sp. 10N.1	0	0
MG592436.1:Vibrio sp. 10N.2	0	0
MG592436.1:Vibrio sp. 10N.3	0	0
MG592436.1:Vibrio sp. 10N.4	0	0
MG592436.1:Vibrio sp. 10N.5	0	0
MG592436.1:Vibrio sp. F12	0	0
MG592436.1:Vibrio sp. F13	0	0
MG592436.1:Vibrio splendidus	0	0
MG592436.1:Vibrio tasmaniensis	0	0
MG592436.1:Vibrio vulnificus	0	0
MG592437.1:Aliivibrio fischeri	0	0
MG592437.1:Enterovibrio norvegicus	0	0
MG592437.1:Shewanella sp. 10N.6	0	0
MG592437.1:Shewanella sp. 10N.7	0	0
MG592437.1:Vibrio alginolyticus	0	0
MG592437.1:Vibrio anguillarum	0	0
MG592437.1:Vibrio breoganii	0	0
MG592437.1:Vibrio cyclitrophicus	1	1
MG592437.1:Vibrio kanaloae	0	0
MG592437.1:Vibrio lentus	1	1
MG592437.1:Vibrio parahaemolyticus	0	0
MG592437.1:Vibrio sp. 10N.1	0	0
MG592437.1:Vibrio sp. 10N.2	0	0
MG592437.1:Vibrio sp. 10N.3	0	0
MG592437.1:Vibrio sp. 10N.4	0	0
MG592437.1:Vibrio sp. 10N.5	0	0
MG592437.1:Vibrio sp. F12	1	1
MG592437.1:Vibrio sp. F13	0	0
MG592437.1:Vibrio splendidus	1	1
MG592437.1:Vibrio tasmaniensis	0	0
MG592437.1:Vibrio vulnificus	0	0
MG592438.1:Aliivibrio fischeri	0	0
MG592438.1:Enterovibrio norvegicus	0	0
MG592438.1:Shewanella sp. 10N.6	0	0
MG592438.1:Shewanella sp. 10N.7	0	0
MG592438.1:Vibrio alginolyticus	0	0
MG592438.1:Vibrio anguillarum	0	0
MG592438.1:Vibrio breoganii	0	0
MG592438.1:Vibrio cyclitrophicus	0	0
MG592438.1:Vibrio kanaloae	0	0
MG592438.1:Vibrio lentus	1	1
MG592438.1:Vibrio parahaemolyticus	0	0
MG592438.1:Vibrio sp. 10N.1	0	0
MG592438.1:Vibrio sp. 10N.2	0	0
MG592438.1:Vibrio sp. 10N.3	0	0
MG592438.1:Vibrio sp. 10N.4	0	0
MG592438.1:Vibrio sp. 10N.5	0	0
MG592438.1:Vibrio sp. F12	0	0
MG592438.1:Vibrio sp. F13	0	0
MG592438.1:Vibrio splendidus	1	1
MG592438.1:Vibrio tasmaniensis	0	0
MG592438.1:Vibrio vulnificus	0	0
MG592439.1:Aliivibrio fischeri	0	0
MG592439.1:Enterovibrio norvegicus	0	0
MG592439.1:Shewanella sp. 10N.6	0	0
MG592439.1:Shewanella sp. 10N.7	0	0
MG592439.1:Vibrio alginolyticus	0	0
MG592439.1:Vibrio anguillarum	0	0
MG592439.1:Vibrio breoganii	0	0
MG592439.1:Vibrio cyclitrophicus	0	0
MG592439.1:Vibrio kanaloae	0	0
MG592439.1:Vibrio lentus	1	1
MG592439.1:Vibrio parahaemolyticus	0	0
MG592439.1:Vibrio sp. 10N.1	0	0
MG592439.1:Vibrio sp. 10N.2	0	0
MG592439.1:Vibrio sp. 10N.3	0	0
MG592439.1:Vibrio sp. 10N.4	0	0
MG592439.1:Vibrio sp. 10N.5	0	0
MG592439.1:Vibrio sp. F12	0	0
MG592439.1:Vibrio sp. F13	0	0
MG592439.1:Vibrio splendidus	0	0
MG592439.1:Vibrio tasmaniensis	0	0
MG592439.1:Vibrio vulnificus	0	0
MG592440.1:Aliivibrio fischeri	0	0
MG592440.1:Enterovibrio norvegicus	0	0
MG592440.1:Shewanella sp. 10N.6	0	0
MG592440.1:Shewanella sp. 10N.7	0	0
MG592440.1:Vibrio alginolyticus	0	0
MG592440.1:Vibrio anguillarum	0	0
MG592440.1:Vibrio breoganii	0	0
MG592440.1:Vibrio cyclitrophicus	1	1
MG592440.1:Vibrio kanaloae	0	0
MG592440.1:Vibrio lentus	1	1
MG592440.1:Vibrio parahaemolyticus	0	0
MG592440.1:Vibrio sp. 10N.1	0	0
MG592440.1:Vibrio sp. 10N.2	0	0
MG592440.1:Vibrio sp. 10N.3	0	0
MG592440.1:Vibrio sp. 10N.4	0	0
MG592440.1:Vibrio sp. 10N.5	0	0
MG592440.1:Vibrio sp. F12	1	1
MG592440.1:Vibrio sp. F13	0	0
MG592440.1:Vibrio splendidus	1	1
MG592440.1:Vibrio tasmaniensis	0	0
MG592440.1:Vibrio vulnificus	0	0
MG592441.1:Aliivibrio fischeri	0	0
MG592441.1:Enterovibrio norvegicus	0	0
MG592441.1:Shewanella sp. 10N.6	0	0
MG592441.1:Shewanella sp. 10N.7	0	0
MG592441.1:Vibrio alginolyticus	0	0
MG592441.1:Vibrio anguillarum	0	0
MG592441.1:Vibrio breoganii	0	0
MG592441.1:Vibrio cyclitrophicus	0	0
MG592441.1:Vibrio kanaloae	0	0
MG592441.1:Vibrio lentus	1	1
MG592441.1:Vibrio parahaemolyticus	0	0
MG592441.1:Vibrio sp. 10N.1	0	0
MG592441.1:Vibrio sp. 10N.2	0	0
MG592441.1:Vibrio sp. 10N.3	0	0
MG592441.1:Vibrio sp. 10N.4	0	0
MG592441.1:Vibrio sp. 10N.5	0	0
MG592441.1:Vibrio sp. F12	0	0
MG592441.1:Vibrio sp. F13	0	0
MG592441.1:Vibrio splendidus	0	0
MG592441.1:Vibrio tasmaniensis	0	0
MG592441.1:Vibrio vulnificus	0	0
MG592442.1:Aliivibrio fischeri	0	0
MG592442.1:Enterovibrio norvegicus	0	0
MG592442.1:Shewanella sp. 10N.6	0	0
MG592442.1:Shewanella sp. 10N.7	0	0
MG592442.1:Vibrio alginolyticus	0	0
MG592442.1:Vibrio anguillarum	0	0
MG592442.1:Vibrio breoganii	1	1
MG592442.1:Vibrio cyclitrophicus	0	0
MG592442.1:Vibrio kanaloae	0	0
MG592442.1:Vibrio lentus	0	0
MG592442.1:Vibrio parahaemolyticus	0	0
MG592442.1:Vibrio sp. 10N.1	0	0
MG592442.1:Vibrio sp. 10N.2	0	0
MG592442.1:Vibrio sp. 10N.3	0	0
MG592442.1:Vibrio sp. 10N.4	0	0
MG592442.1:Vibrio sp. 10N.5	0	0
MG592442.1:Vibrio sp. F12	0	0
MG592442.1:Vibrio sp. F13	0	0
MG592442.1:Vibrio splendidus	0	0
MG592442.1:Vibrio tasmaniensis	0	0
MG592442.1:Vibrio vulnificus	0	0
MG592443.1:Aliivibrio fischeri	0	0
MG592443.1:Enterovibrio norvegicus	0	0
MG592443.1:Shewanella sp. 10N.6	0	0
MG592443.1:Shewanella sp. 10N.7	0	0
MG592443.1:Vibrio alginolyticus	0	0
MG592443.1:Vibrio anguillarum	0	0
MG592443.1:Vibrio breoganii	0	0
MG592443.1:Vibrio cyclitrophicus	0	0
MG592443.1:Vibrio kanaloae	0	0
MG592443.1:Vibrio lentus	1	1
MG592443.1:Vibrio parahaemolyticus	0	0
MG592443.1:Vibrio sp. 10N.1	0	0
MG592443.1:Vibrio sp. 10N.2	0	0
MG592443.1:Vibrio sp. 10N.3	0	0
MG592443.1:Vibrio sp. 10N.4	0	0
MG592443.1:Vibrio sp. 10N.5	0	0
MG592443.1:Vibrio sp. F12	0	0
MG592443.1:Vibrio sp. F13	0	0
MG592443.1:Vibrio splendidus	0	0
MG592443.1:Vibrio tasmaniensis	0	0
MG592443.1:Vibrio vulnificus	0	0
MG592444.1:Aliivibrio fischeri	0	0
MG592444.1:Enterovibrio norvegicus	0	0
MG592444.1:Shewanella sp. 10N.6	0	0
MG592444.1:Shewanella sp. 10N.7	0	0
MG592444.1:Vibrio alginolyticus	0	0
MG592444.1:Vibrio anguillarum	0	0
MG592444.1:Vibrio breoganii	0	0
MG592444.1:Vibrio cyclitrophicus	0	0
MG592444.1:Vibrio kanaloae	0	0
MG592444.1:Vibrio lentus	1	1
MG592444.1:Vibrio parahaemolyticus	0	0
MG592444.1:Vibrio sp. 10N.1	0	0
MG592444.1:Vibrio sp. 10N.2	0	0
MG592444.1:Vibrio sp. 10N.3	0	0
MG592444.1:Vibrio sp. 10N.4	0	0
MG592444.1:Vibrio sp. 10N.5	0	0
MG592444.1:Vibrio sp. F12	0	0
MG592444.1:Vibrio sp. F13	0	0
MG592444.1:Vibrio splendidus	0	0
MG592444.1:Vibrio tasmaniensis	0	0
MG592444.1:Vibrio vulnificus	0	0
MG592445.1:Aliivibrio fischeri	0	0
MG592445.1:Enterovibrio norvegicus	0	0
MG592445.1:Shewanella sp. 10N.6	0	0
MG592445.1:Shewanella sp. 10N.7	0	0
MG592445.1:Vibrio alginolyticus	0	0
MG592445.1:Vibrio anguillarum	0	0
MG592445.1:Vibrio breoganii	0	0
MG592445.1:Vibrio cyclitrophicus	0	0
MG592445.1:Vibrio kanaloae	0	0
MG592445.1:Vibrio lentus	1	1
MG592445.1:Vibrio parahaemolyticus	0	0
MG592445.1:Vibrio sp. 10N.1	0	0
MG592445.1:Vibrio sp. 10N.2	0	0
MG592445.1:Vibrio sp. 10N.3	0	0
MG592445.1:Vibrio sp. 10N.4	0	0
MG592445.1:Vibrio sp. 10N.5	0	0
MG592445.1:Vibrio sp. F12	0	0
MG592445.1:Vibrio sp. F13	0	0
MG592445.1:Vibrio splendidus	0	0
MG592445.1:Vibrio tasmaniensis	0	0
MG592445.1:Vibrio vulnificus	0	0
MG592446.1:Aliivibrio fischeri	0	0
MG592446.1:Enterovibrio norvegicus	0	0
MG592446.1:Shewanella sp. 10N.6	0	0
MG592446.1:Shewanella sp. 10N.7	0	0
MG592446.1:Vibrio alginolyticus	0	0
MG592446.1:Vibrio anguillarum	0	0
MG592446.1:Vibrio breoganii	0	0
MG592446.1:Vibrio cyclitrophicus	1	1
MG592446.1:Vibrio kanaloae	0	0
MG592446.1:Vibrio lentus	1	1
MG592446.1:Vibrio parahaemolyticus	0	0
MG592446.1:Vibrio sp. 10N.1	0	0
MG592446.1:Vibrio sp. 10N.2	0	0
MG592446.1:Vibrio sp. 10N.3	0	0
MG592446.1:Vibrio sp. 10N.4	0	0
MG592446.1:Vibrio sp. 10N.5	0	0
MG592446.1:Vibrio sp. F12	1	1
MG592446.1:Vibrio sp. F13	0	0
MG592446.1:Vibrio splendidus	1	1
MG592446.1:Vibrio tasmaniensis	0	0
MG592446.1:Vibrio vulnificus	0	0
MG592447.1:Aliivibrio fischeri	0	0
MG592447.1:Enterovibrio norvegicus	1	1
MG592447.1:Shewanella sp. 10N.6	0	0
MG592447.1:Shewanella sp. 10N.7	0	0
MG592447.1:Vibrio alginolyticus	0	0
MG592447.1:Vibrio anguillarum	0	0
MG592447.1:Vibrio breoganii	0	0
MG592447.1:Vibrio cyclitrophicus	0	0
MG592447.1:Vibrio kanaloae	0	0
MG592447.1:Vibrio lentus	0	0
MG592447.1:Vibrio parahaemolyticus	0	0
MG592447.1:Vibrio sp. 10N.1	0	0
MG592447.1:Vibrio sp. 10N.2	0	0
MG592447.1:Vibrio sp. 10N.3	0	0
MG592447.1:Vibrio sp. 10N.4	0	0
MG592447.1:Vibrio sp. 10N.5	0	0
MG592447.1:Vibrio sp. F12	0	0
MG592447.1:Vibrio sp. F13	0	0
MG592447.1:Vibrio splendidus	0	0
MG592447.1:Vibrio tasmaniensis	0	0
MG592447.1:Vibrio vulnificus	0	0
MG592448.1:Aliivibrio fischeri	0	0
MG592448.1:Enterovibrio norvegicus	0	0
MG592448.1:Shewanella sp. 10N.6	0	0
MG592448.1:Shewanella sp. 10N.7	0	0
MG592448.1:Vibrio alginolyticus	0	0
MG592448.1:Vibrio anguillarum	0	0
MG592448.1:Vibrio breoganii	0	0
MG592448.1:Vibrio cyclitrophicus	0	0
MG592448.1:Vibrio kanaloae	0	0
MG592448.1:Vibrio lentus	1	1
MG592448.1:Vibrio parahaemolyticus	0	0
MG592448.1:Vibrio sp. 10N.1	0	0
MG592448.1:Vibrio sp. 10N.2	0	0
MG592448.1:Vibrio sp. 10N.3	0	0
MG592448.1:Vibrio sp. 10N.4	0	0
MG592448.1:Vibrio sp. 10N.5	0	0
MG592448.1:Vibrio sp. F12	0	0
MG592448.1:Vibrio sp. F13	0	0
MG592448.1:Vibrio splendidus	0	0
MG592448.1:Vibrio tasmaniensis	0	0
MG592448.1:Vibrio vulnificus	0	0
MG592449.1:Aliivibrio fischeri	0	0
MG592449.1:Enterovibrio norvegicus	0	0
MG592449.1:Shewanella sp. 10N.6	0	0
MG592449.1:Shewanella sp. 10N.7	0	0
MG592449.1:Vibrio alginolyticus	0	0
MG592449.1:Vibrio anguillarum	0	0
MG592449.1:Vibrio breoganii	0	0
MG592449.1:Vibrio cyclitrophicus	0	0
MG592449.1:Vibrio kanaloae	0	0
MG592449.1:Vibrio lentus	1	1
MG592449.1:Vibrio parahaemolyticus	0	0
MG592449.1:Vibrio sp. 10N.1	0	0
MG592449.1:Vibrio sp. 10N.2	0	0
MG592449.1:Vibrio sp. 10N.3	0	0
MG592449.1:Vibrio sp. 10N.4	0	0
MG592449.1:Vibrio sp. 10N.5	0	0
MG592449.1:Vibrio sp. F12	0	0
