Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,235560,Contig_60400.fasta,0.022030757151779802,9.527305163507943e-05,0.4700289694317595,CM
,235560,Contig_303000.fasta,0.013461246780981196,3.6072591552740375e-05,0.4516542848159426,CM
,235560,Contig_58480.fasta,0.0035477362289503644,1.4889885552840675e-06,0.3870255079150674,CM
,235560,Contig_547953.fasta,0.020415324651716898,7.805061724152962e-05,0.46767999906978164,CM
,235560,Contig_501261.fasta,0.014391859265501574,3.8604645783463466e-05,0.45561230678609205,CM
,235560,Contig_59812.fasta,0.01972498805812814,7.69241098207055e-05,0.466746971640216,CM
,235560,Contig_137842.fasta,0.02647617424274156,0.00013694882543180235,0.47528068976060595,CM
,235560,Contig_305555.fasta,0.01936159785715554,7.064789202360272e-05,0.4632810287815015,CM
,235560,Contig_1064437.fasta,0.01960814195914106,7.346396871536931e-05,0.46721301954000655,CM
,235560,Contig_302768.fasta,0.0047816564370407365,2.8547586881505087e-06,0.40302656250587127,CM
,235560,Contig_308773.fasta,0.010899235324415757,2.1936986707056252e-05,0.4460570439173656,CM
,235560,Contig_548846.fasta,0.0012944434794026087,0.0,0.3243770114865279,CM
,235560,Contig_367992.fasta,0.004155440153636752,2.4492717511131603e-06,0.38228254825924557,CM
,235560,Contig_2515.fasta,0.019783401078198006,7.368054021826345e-05,0.46535438992473055,CM
,235560,Contig_139114.fasta,0.024672916361229584,0.00011477222512484389,0.4724016547898198,CM
,235560,Contig_1118110.fasta,0.02061758987152177,8.06683450193147e-05,0.4669798793106951,CM
,235560,Contig_499911.fasta,0.023161533029960907,9.999066256684202e-05,0.4700289694317595,CM
,235560,Contig_552124.fasta,0.0,0.0,0.0,CM
,235560,Contig_133566.fasta,0.016223137458719655,4.6721814428342395e-05,0.4562787314181536,CM
,235560,Contig_131655.fasta,0.004423197297486228,3.1090616111819454e-06,0.3968734852157053,CM
,235560,Contig_550217.fasta,0.0070290390858273166,9.514689036350292e-06,0.42634518366224744,CM
,235560,Contig_1065858.fasta,0.020370392868998593,7.952553111194175e-05,0.46908655545796146,CM
,235560,Contig_502682.fasta,0.004485478084264678,2.966178220223048e-06,0.3987335654617099,CM
,235560,Contig_59781.fasta,0.009322965084274956,1.6866923577074517e-05,0.43935571743597795,CM
,235560,Contig_544167.fasta,0.019885837218425566,7.867742774234537e-05,0.4688515421536238,CM
,235560,Contig_500923.fasta,0.004194048506780712,2.7461437757300542e-06,0.39041621949880395,CM
,235560,Contig_53423.fasta,0.00833740278381149,1.1000031102866267e-05,0.43285276509650006,CM
,235560,Contig_54970.fasta,0.009608437114361743,1.9311056392983896e-05,0.4418449849568617,CM
,235560,Contig_371293.fasta,0.0256794049588638,0.00013106698093243914,0.47624818225884635,CM
,235560,Contig_368039.fasta,0.011891507988644237,2.6211535522986084e-05,0.44905358835826925,CM
,235560,Contig_139681.fasta,0.008634431817776289,1.3271395588445196e-05,0.43832678132957054,CM
,235560,Contig_139250.fasta,0.007322275466228015,9.98770071678291e-06,0.43006786679165127,CM
,235560,Contig_55970.fasta,0.021524102991818197,8.858759989908353e-05,0.4700289694317595,CM
,235560,Contig_370642.fasta,0.007169488930245438,9.539897608729582e-06,0.4273185744925265,CM
,235560,Contig_424505.fasta,0.015261539658011946,4.184779769178016e-05,0.4558342319233478,CM
,235560,Contig_1064106.fasta,0.008371313373760547,1.3898945594820925e-05,0.4375070959039893,CM
,235560,Contig_53687.fasta,0.0018770990399332404,4.105723985321595e-07,0.33056435116165067,CM
,235560,Contig_988292.fasta,0.010434886234720608,2.070902800986086e-05,0.44436262019878114,CM
,235560,Contig_2.fasta,0.004855487257392073,3.671244677947359e-06,0.4108110966368012,CM
,235560,Contig_55746.fasta,0.0033448674022957597,1.219005861335944e-06,0.38197048087291147,CM
,235560,Contig_370874.fasta,0.01660748670119623,5.1567656928764495e-05,0.4603185824587472,CM
,235560,Contig_62202.fasta,0.020855228892900746,8.51388838902971e-05,0.4681479130258295,CM
,235560,Contig_131826.fasta,0.01996400666648738,7.295774288710135e-05,0.46535438992473055,CM
,235560,Contig_60972.fasta,0.019202841431842765,6.891170768769633e-05,0.46558590952170803,CM
,235560,Contig_502426.fasta,0.010521662673964195,2.025539289149278e-05,0.4439410237849303,CM
,235560,Contig_302574.fasta,0.009672102530771769,1.7993709917360207e-05,0.44163646915461685,CM
,235560,Contig_369922.fasta,0.02760809856073656,0.0001529755315976106,0.4769763904885999,CM
,235560,Contig_56774.fasta,0.002170795115814555,3.6660940562708627e-07,0.34685977692314046,CM
,235560,Contig_53586.fasta,0.01830294345755567,6.391985018427156e-05,0.4623654536258069,CM
,235560,Contig_305448.fasta,0.019965838959334653,7.718785327762852e-05,0.4674463926766399,CM
,235560,Contig_423780.fasta,0.020970329688973745,8.810894822097023e-05,0.46979301111377164,CM
,235560,Contig_368225.fasta,0.02183000031568757,9.163609763282672e-05,0.46955728958285653,CM
,235560,Contig_498426.fasta,0.024395167133973595,0.00011793183692747008,0.4735970031065957,CM
,235560,Contig_543905.fasta,0.005962383197609305,6.109447066259426e-06,0.4187148448047575,CM
,235560,Contig_799449.fasta,0.014952613220360378,4.504139417594953e-05,0.4565013064090893,CM
,235560,Contig_307703.fasta,0.022414404548854433,9.739068480666587e-05,0.470501597857533,CM
,235560,Contig_135212.fasta,0.024462360206304202,0.00012062885913416709,0.4745576461149255,CM
,235560,Contig_542656.fasta,0.018353720509560294,6.390097732479182e-05,0.46259400797757444,CM
,235560,Contig_368570.fasta,0.007338815104613242,1.0025647993197108e-05,0.4286888127066574,CM
