Method,Iteration,Number of Swaps,Nestedness
CM,Null iteration 630,235560,58.79086622514058
CM,Null iteration 631,235560,58.80487112196254
CM,Null iteration 632,235560,58.772260900995036
CM,Null iteration 633,235560,58.7866964109313
CM,Null iteration 634,235560,58.78892150048024
CM,Null iteration 635,235560,58.827197577256506
CM,Null iteration 636,235560,58.81277858900128
CM,Null iteration 637,235560,58.802998927679226
CM,Null iteration 638,235560,58.74703105994982
CM,Null iteration 639,235560,58.7935735870077
CM,Null iteration 640,235560,58.751426490225555
CM,Null iteration 641,235560,58.770176456810866
CM,Null iteration 642,235560,58.80044721754167
CM,Null iteration 643,235560,58.78801423684643
CM,Null iteration 644,235560,58.78525346479432
CM,Null iteration 645,235560,58.77871003385833
CM,Null iteration 646,235560,58.79488617042779
CM,Null iteration 647,235560,58.799917738165846
CM,Null iteration 648,235560,58.78019512853467
CM,Null iteration 649,235560,58.830452573776704
CM,Null iteration 650,235560,58.84520953001305
CM,Null iteration 651,235560,58.778503602221534
CM,Null iteration 652,235560,58.86003977468023
CM,Null iteration 653,235560,58.83857981760336
CM,Null iteration 654,235560,58.781711249264134
CM,Null iteration 655,235560,58.71452561376646
CM,Null iteration 656,235560,58.75165612928343
CM,Null iteration 657,235560,58.79921228324493
CM,Null iteration 658,235560,58.819508304803136
CM,Null iteration 659,235560,58.84882399468516
CM,Null iteration 660,235560,58.81348121609875
CM,Null iteration 661,235560,58.81433335235407
CM,Null iteration 662,235560,58.79551491304653
CM,Null iteration 663,235560,58.78235847405898
CM,Null iteration 664,235560,58.806734844042325
CM,Null iteration 665,235560,58.769842086594934
CM,Null iteration 666,235560,58.81805140117057
CM,Null iteration 667,235560,58.81290969841128
CM,Null iteration 668,235560,58.830343739669466
CM,Null iteration 669,235560,58.75497068404002
CM,Null iteration 670,235560,58.81372235335897
CM,Null iteration 671,235560,58.78722741519914
CM,Null iteration 672,235560,58.7711560216213
CM,Null iteration 673,235560,58.74213452145513
CM,Null iteration 674,235560,58.79457337688994
CM,Null iteration 675,235560,58.79936618462795
CM,Null iteration 676,235560,58.84538310806699
CM,Null iteration 677,235560,58.74849179223026
CM,Null iteration 678,235560,58.80981964609626
CM,Null iteration 679,235560,58.82172371302666
CM,Null iteration 680,235560,58.77898594256812
CM,Null iteration 681,235560,58.80755395227074
CM,Null iteration 682,235560,58.78754981839361
CM,Null iteration 683,235560,58.75355310539277
CM,Null iteration 684,235560,58.77636842942718
CM,Null iteration 685,235560,58.789111774077085
CM,Null iteration 686,235560,58.795714465927254
CM,Null iteration 687,235560,58.81811400724993
CM,Null iteration 688,235560,58.85081211923101
CM,Null iteration 689,235560,58.80100298994392
CM,Null iteration 690,235560,58.795310438013956
CM,Null iteration 691,235560,58.78871055786419
CM,Null iteration 692,235560,58.823181808850975
CM,Null iteration 693,235560,58.824622989199305
CM,Null iteration 694,235560,58.73137682372966
CM,Null iteration 695,235560,58.79574281610512
CM,Null iteration 696,235560,58.802853452482154
CM,Null iteration 697,235560,58.79553078326328
CM,Null iteration 698,235560,58.760195009179256
CM,Null iteration 699,235560,58.81601441395499
CM,Null iteration 700,235560,58.808259371479664
CM,Null iteration 701,235560,58.81057304104614
CM,Null iteration 702,235560,58.74031278991561
CM,Null iteration 703,235560,58.81750800168342
CM,Null iteration 704,235560,58.769329911211344
CM,Null iteration 705,235560,58.82465215106197
CM,Null iteration 706,235560,58.778642773175356
CM,Null iteration 707,235560,58.79412415467602
CM,Null iteration 708,235560,58.83460920431103
CM,Null iteration 709,235560,58.849676257146065
CM,Null iteration 710,235560,58.81505995301883
CM,Null iteration 711,235560,58.86422962418199
CM,Null iteration 712,235560,58.8020399575867
CM,Null iteration 713,235560,58.81232973680435
CM,Null iteration 714,235560,58.73020338200725
CM,Null iteration 715,235560,58.80819807350714
CM,Null iteration 716,235560,58.79365999185512
CM,Null iteration 717,235560,58.832177296228636
CM,Null iteration 718,235560,58.78270965461505
CM,Null iteration 719,235560,58.83378477431334
CM,Null iteration 720,235560,58.788367944644094
CM,Null iteration 721,235560,58.76043161598055
CM,Null iteration 722,235560,58.787321650216256
CM,Null iteration 723,235560,58.85326577051357
CM,Null iteration 724,235560,58.79568679642269
CM,Null iteration 725,235560,58.79394649681373
CM,Null iteration 726,235560,58.8357385730047
CM,Null iteration 727,235560,58.81861749005815
CM,Null iteration 728,235560,58.754787546200866
CM,Null iteration 729,235560,58.7589310296172
CM,Null iteration 730,235560,58.80525076569813
CM,Null iteration 731,235560,58.773774629907116
CM,Null iteration 732,235560,58.770254756801904
CM,Null iteration 733,235560,58.79613868920457
CM,Null iteration 734,235560,58.692012692450994
CM,Null iteration 735,235560,58.774026193755724
CM,Null iteration 736,235560,58.869855381626934
CM,Null iteration 737,235560,58.82132266968446
CM,Null iteration 738,235560,58.763023276062526
CM,Null iteration 739,235560,58.79772631255831
CM,Null iteration 740,235560,58.77181336251068
CM,Null iteration 741,235560,58.79148170941354
CM,Null iteration 742,235560,58.81905609257042
CM,Null iteration 743,235560,58.843592744571495
CM,Null iteration 744,235560,58.79651094704688
CM,Null iteration 745,235560,58.84987909035347
CM,Null iteration 746,235560,58.800678780306896
CM,Null iteration 747,235560,58.79336396399623
CM,Null iteration 748,235560,58.81798028730636
CM,Null iteration 749,235560,58.79277584546328
CM,Null iteration 750,235560,58.82790760848309
CM,Null iteration 751,235560,58.82249400915166
CM,Null iteration 752,235560,58.77317660911166
CM,Null iteration 753,235560,58.817002676454464
CM,Null iteration 754,235560,58.82560542320789
CM,Null iteration 755,235560,58.79752229120702
CM,Null iteration 756,235560,58.78238868585148
CM,Null iteration 757,235560,58.83227686286557
CM,Null iteration 758,235560,58.81070744032081
CM,Null iteration 759,235560,58.82925677557798
CM,Null iteration 760,235560,58.82217111877069
CM,Null iteration 761,235560,58.79349334164963
CM,Null iteration 762,235560,58.83115930920626
CM,Null iteration 763,235560,58.77665083215906
CM,Null iteration 764,235560,58.796505352157936
CM,Null iteration 765,235560,58.82265389520528
CM,Null iteration 766,235560,58.83578161857409
CM,Null iteration 767,235560,58.76255538904158
CM,Null iteration 768,235560,58.79539755791407
CM,Null iteration 769,235560,58.84818123170078
CM,Null iteration 770,235560,58.79738284415935
CM,Null iteration 771,235560,58.78144946657179
CM,Null iteration 772,235560,58.76028252042999
CM,Null iteration 773,235560,58.788701589791586
CM,Null iteration 774,235560,58.79291578186383
CM,Null iteration 775,235560,58.77118902119674
CM,Null iteration 776,235560,58.78350833994879
CM,Null iteration 777,235560,58.78286935271896
CM,Null iteration 778,235560,58.78532872943734
CM,Null iteration 779,235560,58.79168410065497
CM,Null iteration 780,235560,58.801427707391596
CM,Null iteration 781,235560,58.81806182294514
CM,Null iteration 782,235560,58.69941962146859
CM,Null iteration 783,235560,58.80919590346188
CM,Null iteration 784,235560,58.81871802991451
CM,Null iteration 785,235560,58.825270910153506
CM,Null iteration 786,235560,58.810169614864506
CM,Null iteration 787,235560,58.713008574205226
CM,Null iteration 788,235560,58.80344809481214
CM,Null iteration 789,235560,58.81687000631823
CM,Null iteration 790,235560,58.79849167167029
CM,Null iteration 791,235560,58.772341057897286
CM,Null iteration 792,235560,58.78640633349596
CM,Null iteration 793,235560,58.775700405630545
CM,Null iteration 794,235560,58.78136673160041
CM,Null iteration 795,235560,58.8642081808222
CM,Null iteration 796,235560,58.731358488033095
CM,Null iteration 797,235560,58.81459836679777
CM,Null iteration 798,235560,58.78736394200698
CM,Null iteration 799,235560,58.7504640244924
CM,Null iteration 800,235560,58.76906262440721
CM,Null iteration 801,235560,58.78546041808737
CM,Null iteration 802,235560,58.80258433142923
CM,Null iteration 803,235560,58.76421773373529
CM,Null iteration 804,235560,58.864677655531
CM,Null iteration 805,235560,58.753767853104065
CM,Null iteration 806,235560,58.80931139548056
CM,Null iteration 807,235560,58.79845305693094
CM,Null iteration 808,235560,58.73823190962556
CM,Null iteration 809,235560,58.767339360531906
CM,Null iteration 810,235560,58.79064803278712
CM,Null iteration 811,235560,58.825812707834515
CM,Null iteration 812,235560,58.8411770630425
CM,Null iteration 813,235560,58.77318201253689
CM,Null iteration 814,235560,58.808515162793455
CM,Null iteration 815,235560,58.7784597077313
CM,Null iteration 816,235560,58.76591279271605
CM,Null iteration 817,235560,58.77111659139625
CM,Null iteration 818,235560,58.73990830444511
CM,Null iteration 819,235560,58.79649922940962
CM,Null iteration 820,235560,58.799725981981936
CM,Null iteration 821,235560,58.88985491097014
CM,Null iteration 822,235560,58.8024814798618
CM,Null iteration 823,235560,58.76004486305961
CM,Null iteration 824,235560,58.8242824330096
CM,Null iteration 825,235560,58.80090559559034
CM,Null iteration 826,235560,58.817507721469795
CM,Null iteration 827,235560,58.80349168944254
CM,Null iteration 828,235560,58.77046151727231
CM,Null iteration 829,235560,58.7939990499415
CM,Null iteration 830,235560,58.785266832722925
CM,Null iteration 831,235560,58.85757941026692
CM,Null iteration 832,235560,58.835823877183856
CM,Null iteration 833,235560,58.78860509792415
CM,Null iteration 834,235560,58.78046212598204
CM,Null iteration 835,235560,58.73984121593328
CM,Null iteration 836,235560,58.73697842343397
CM,Null iteration 837,235560,58.77216417805387
CM,Null iteration 838,235560,58.75980184500989
CM,Null iteration 839,235560,58.754630894349646
CM,Null iteration 840,235560,58.77852526222746
CM,Null iteration 841,235560,58.812859816061064
CM,Null iteration 842,235560,58.81657235398663
CM,Null iteration 843,235560,58.86514756853423
CM,Null iteration 844,235560,58.779139863828405
CM,Null iteration 845,235560,58.80616371002601
CM,Null iteration 846,235560,58.84126706281931
CM,Null iteration 847,235560,58.76177856356385
CM,Null iteration 848,235560,58.75648774599945
CM,Null iteration 849,235560,58.78838340968623
CM,Null iteration 850,235560,58.78709125369495
CM,Null iteration 851,235560,58.79558707866316
CM,Null iteration 852,235560,58.83964338743995
CM,Null iteration 853,235560,58.84775110718681
CM,Null iteration 854,235560,58.76266045596071
CM,Null iteration 855,235560,58.80112141948872
CM,Null iteration 856,235560,58.791030576753585
CM,Null iteration 857,235560,58.8303993758823
CM,Null iteration 858,235560,58.829690679486184
CM,Null iteration 859,235560,58.786895729706046
CM,Null iteration 860,235560,58.816656107511356
CM,Null iteration 861,235560,58.774233537212524
CM,Null iteration 862,235560,58.769383044849256
CM,Null iteration 863,235560,58.775899432449165
CM,Null iteration 864,235560,58.80082476093904
CM,Null iteration 865,235560,58.77504245575667
CM,Null iteration 866,235560,58.822199837011226
CM,Null iteration 867,235560,58.79148218566272
CM,Null iteration 868,235560,58.78595565129088
CM,Null iteration 869,235560,58.824074536577605
CM,Null iteration 870,235560,58.84961325551908
CM,Null iteration 871,235560,58.703546942401715
CM,Null iteration 872,235560,58.813725584892104
CM,Null iteration 873,235560,58.77382982774763
CM,Null iteration 874,235560,58.879763533018874
CM,Null iteration 875,235560,58.750781395779114
CM,Null iteration 876,235560,58.7836807189778
CM,Null iteration 877,235560,58.786708357675295
CM,Null iteration 878,235560,58.79711643771818
CM,Null iteration 879,235560,58.80930973662679
CM,Null iteration 880,235560,58.762198434087374
CM,Null iteration 881,235560,58.77013213572991
CM,Null iteration 882,235560,58.79187362965952
CM,Null iteration 883,235560,58.79847719473496
CM,Null iteration 884,235560,58.69716685061549
CM,Null iteration 885,235560,58.79227094863849
CM,Null iteration 886,235560,58.78726314834076
CM,Null iteration 887,235560,58.76884019539803
CM,Null iteration 888,235560,58.792429371128506
CM,Null iteration 889,235560,58.84657971750356
CM,Null iteration 890,235560,58.824206202982424
CM,Null iteration 891,235560,58.80342196733153
CM,Null iteration 892,235560,58.77009813702468
CM,Null iteration 893,235560,58.797227815916784
CM,Null iteration 894,235560,58.74401786322444
CM,Null iteration 895,235560,58.7887048964877
CM,Null iteration 896,235560,58.82113375966446
CM,Null iteration 897,235560,58.78349526382434
CM,Null iteration 898,235560,58.818305944883996
CM,Null iteration 899,235560,58.776317831262915
CM,Null iteration 900,235560,58.77987788873308
CM,Null iteration 901,235560,58.79105114201886
CM,Null iteration 902,235560,58.85855602382033
CM,Null iteration 903,235560,58.794337277140755
CM,Null iteration 904,235560,58.7559178835739
CM,Null iteration 905,235560,58.86495636057298
CM,Null iteration 906,235560,58.765972485655766
CM,Null iteration 907,235560,58.79638354823854
CM,Null iteration 908,235560,58.767852915998546
CM,Null iteration 909,235560,58.741724364146805
CM,Null iteration 910,235560,58.75128584354704
CM,Null iteration 911,235560,58.789711320132724
CM,Null iteration 912,235560,58.79810324791768
CM,Null iteration 913,235560,58.795487745808515
CM,Null iteration 914,235560,58.80161994856924
CM,Null iteration 915,235560,58.778522726802194
CM,Null iteration 916,235560,58.812003618755845
CM,Null iteration 917,235560,58.90089123384101
CM,Null iteration 918,235560,58.7895383554256
CM,Null iteration 919,235560,58.833871564080944
CM,Null iteration 920,235560,58.81377182664344
CM,Null iteration 921,235560,58.80384693804069
CM,Null iteration 922,235560,58.7293030750193
CM,Null iteration 923,235560,58.83286403789096
CM,Null iteration 924,235560,58.790117041386324
CM,Null iteration 925,235560,58.81604389458717
CM,Null iteration 926,235560,58.79107211804228
CM,Null iteration 927,235560,58.76989607276336
CM,Null iteration 928,235560,58.76056673015515
CM,Null iteration 929,235560,58.81297945073466
CM,Null iteration 930,235560,58.774485976101204
CM,Null iteration 931,235560,58.79149829117476
CM,Null iteration 932,235560,58.82146402845793
CM,Null iteration 933,235560,58.862297858542696
CM,Null iteration 934,235560,58.75996577281459
CM,Null iteration 935,235560,58.796809082344815
CM,Null iteration 936,235560,58.77567869183851
CM,Null iteration 937,235560,58.778779894962064
CM,Null iteration 938,235560,58.82312223006682
CM,Null iteration 939,235560,58.813808785898125
CM,Null iteration 940,235560,58.724741281146386
CM,Null iteration 941,235560,58.79516255094673
CM,Null iteration 942,235560,58.76351175948514
CM,Null iteration 943,235560,58.80624428961191
CM,Null iteration 944,235560,58.77099056669181
CM,Null iteration 945,235560,58.84796064230958
CM,Null iteration 946,235560,58.80320287116372
CM,Null iteration 947,235560,58.73663057479549
CM,Null iteration 948,235560,58.84154983867329
CM,Null iteration 949,235560,58.76063597418899
CM,Null iteration 950,235560,58.72314456610208
CM,Null iteration 951,235560,58.84498248984666
CM,Null iteration 952,235560,58.8692771667721
CM,Null iteration 953,235560,58.81022522543603
CM,Null iteration 954,235560,58.802224043519274
CM,Null iteration 955,235560,58.797586188199915
CM,Null iteration 956,235560,58.80909729862405
CM,Null iteration 957,235560,58.81106779205244
CM,Null iteration 958,235560,58.80727291708219
CM,Null iteration 959,235560,58.80417138478698
CM,Null iteration 960,235560,58.82899201927471
CM,Null iteration 961,235560,58.793165589317816
CM,Null iteration 962,235560,58.72078560238661
CM,Null iteration 963,235560,58.84973862563802
CM,Null iteration 964,235560,58.77681269601149
CM,Null iteration 965,235560,58.77727032546006
CM,Null iteration 966,235560,58.80834085432966
CM,Null iteration 967,235560,58.828224112269794
CM,Null iteration 968,235560,58.783130216417575
CM,Null iteration 969,235560,58.780604064812344
CM,Null iteration 970,235560,58.84271846126906
CM,Null iteration 971,235560,58.788617913716394
CM,Null iteration 972,235560,58.77116052840434
CM,Null iteration 973,235560,58.769818064785895
CM,Null iteration 974,235560,58.811606227932174
CM,Null iteration 975,235560,58.82364845288383
CM,Null iteration 976,235560,58.79226695667076
CM,Null iteration 977,235560,58.8421948084431
CM,Null iteration 978,235560,58.88799609024464
CM,Null iteration 979,235560,58.769691649753426
CM,Null iteration 980,235560,58.800438160878244
CM,Null iteration 981,235560,58.77318949907466
CM,Null iteration 982,235560,58.795824730523734
CM,Null iteration 983,235560,58.75430247312657
CM,Null iteration 984,235560,58.804599748318715
CM,Null iteration 985,235560,58.797488719440764
CM,Null iteration 986,235560,58.79381705234158
CM,Null iteration 987,235560,58.76837345520893
CM,Null iteration 988,235560,58.772832911329175
CM,Null iteration 989,235560,58.773835570838806
CM,Null iteration 990,235560,58.80648981696568
CM,Null iteration 991,235560,58.75244053420234
CM,Null iteration 992,235560,58.77948821895235
CM,Null iteration 993,235560,58.77885145440999
CM,Null iteration 994,235560,58.82475928031071
CM,Null iteration 995,235560,58.80425659559502
CM,Null iteration 996,235560,58.80511094494793
CM,Null iteration 997,235560,58.80686883197099
CM,Null iteration 998,235560,58.78264939260312
CM,Null iteration 999,235560,58.83305924325128
CM,Null iteration 1000,235560,58.787489035617284
