Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality
SM,235560,Contig_371089.fasta,0.009388999641499151,2.7394722051262194e-06,0.4867862199150543
SM,235560,Contig_502049.fasta,0.0116927055395686,4.9355759439365265e-06,0.4961519961519962
SM,235560,Contig_54896.fasta,0.017251967874602293,1.0358321654336976e-05,0.49951573849878933
SM,235560,Contig_308594.fasta,0.01591666746036201,8.827215600010146e-06,0.49927395934172314
SM,235560,Contig_421862.fasta,0.015906902989015193,8.750457895322224e-06,0.49927395934172314
SM,235560,Contig_704447.fasta,0.017073354473522956,1.0567196810221885e-05,0.5
SM,235560,Contig_542628.fasta,0.014507547123500865,7.4788438573589866e-06,0.49903241412675375
SM,235560,Contig_1062711.fasta,0.010423782189118887,3.8034395595471205e-06,0.4933046389287422
SM,235560,Contig_56142.fasta,0.015911932366250818,8.880115575781331e-06,0.49927395934172314
SM,235560,Contig_930489.fasta,0.011932905474463271,4.923830133884849e-06,0.496868978805395
SM,235560,Contig_139157.fasta,0.015829243346264697,8.79257046532527e-06,0.49951573849878933
SM,235560,Contig_499578.fasta,0.015901910772058287,8.969692188788331e-06,0.49951573849878933
SM,235560,Contig_991222.fasta,0.018550316146734462,1.2292341460999294e-05,0.5002424830261881
SM,235560,Contig_55519.fasta,0.02123531290767634,1.6153597523298777e-05,0.5004852013585638
SM,235560,Contig_371268.fasta,0.01448316558811354,7.390738538769195e-06,0.49758803666184276
SM,235560,Contig_502154.fasta,0.014316741098261327,7.436439729928194e-06,0.49879110251450676
SM,235560,Contig_61443.fasta,0.01722596796393277,1.0409549084490923e-05,0.4997577519379845
SM,235560,Contig_546955.fasta,0.01334627598153342,6.060729290128837e-06,0.49734811957569913
SM,235560,Contig_137801.fasta,0.02105249201469341,1.6099484605244553e-05,0.5004852013585638
SM,235560,Contig_53460.fasta,0.01976875878111613,1.4382645414918842e-05,0.5004852013585638
SM,235560,Contig_213008.fasta,0.011868801722191569,4.870700400956149e-06,0.496868978805395
SM,235560,Contig_421555.fasta,0.010638758032049472,3.7161662461800435e-06,0.4940134099616858
SM,235560,Contig_549796.fasta,0.0184978403174624,1.2213004551847387e-05,0.5002424830261881
SM,235560,Contig_368839.fasta,0.013298867973368801,5.9982871126601195e-06,0.49830917874396136
SM,235560,Contig_55135.fasta,0.015873099457934983,8.94262946898394e-06,0.49951573849878933
SM,235560,Contig_62471.fasta,0.018608870574140304,1.2119827379361875e-05,0.5
SM,235560,Contig_55618.fasta,0.015808741692970057,8.96567535851092e-06,0.49951573849878933
SM,235560,Contig_210082.fasta,0.015892664827875408,8.871504249895234e-06,0.49951573849878933
SM,235560,Contig_24578817.fasta,0.022547344733936152,1.839271438519684e-05,0.5009713453132588
SM,235560,Contig_54618.fasta,0.019870541743347556,1.4067615913469829e-05,0.5004852013585638
SM,235560,Contig_988525.fasta,0.017202016829704944,1.054113209194577e-05,0.4997577519379845
SM,235560,Contig_987358.fasta,0.01981604562148006,1.4237446563019918e-05,0.5004852013585638
SM,235560,Contig_420491.fasta,0.01992426346829712,1.4110787817766878e-05,0.5002424830261881
SM,235560,Contig_306388.fasta,0.02121518154718807,1.6119805498676195e-05,0.5004852013585638
SM,235560,Contig_133758.fasta,0.012035504480623696,4.761994517222504e-06,0.496868978805395
SM,235560,Contig_1258149.fasta,0.013286265354930795,5.9474762302108856e-06,0.49734811957569913
SM,235560,Contig_303939.fasta,0.021186265652262684,1.6120335464615388e-05,0.5007281553398059
SM,235560,Contig_139743.fasta,0.013340551794465165,6.057239706508496e-06,0.49855002416626387
SM,235560,Contig_499329.fasta,0.01463109701141054,7.359671835752997e-06,0.49879110251450676
SM,235560,Contig_55465.fasta,0.014600086553921091,7.381396734850982e-06,0.49879110251450676
SM,235560,Contig_545474.fasta,0.01581360076333262,9.065411171627879e-06,0.49927395934172314
SM,235560,Contig_60212.fasta,0.011841675234422477,4.844717992324263e-06,0.496390760346487
SM,235560,Contig_306074.fasta,0.018490135674791353,1.2222140271021905e-05,0.5
SM,235560,Contig_502705.fasta,0.015898301980897745,8.968967911527118e-06,0.49951573849878933
SM,235560,Contig_302612.fasta,0.014489822120563996,7.44962590207304e-06,0.49806856591018833
SM,235560,Contig_56457.fasta,0.017301927068549508,1.0429476004222752e-05,0.4997577519379845
SM,235560,Contig_554999.fasta,0.011865316532578857,4.812450596863889e-06,0.49591346153846155
SM,235560,Contig_56086.fasta,0.02378908250452354,2.0644384222713078e-05,0.5012147716229349
SM,235560,Contig_543199.fasta,0.01448027006166255,7.452882080471391e-06,0.49903241412675375
SM,235560,Contig_23.fasta,0.018486384288500506,1.2077397849415067e-05,0.5002424830261881
SM,235560,Contig_1064124.fasta,0.022555818364752185,1.8107771707421006e-05,0.5009713453132588
SM,235560,Contig_133459.fasta,0.014445401259990765,7.368070207277748e-06,0.49782818532818535
SM,235560,Contig_370813.fasta,0.017127786260067085,1.0380722882307135e-05,0.5
SM,235560,Contig_803076.fasta,0.010615615160468406,3.815689615648265e-06,0.4947242206235012
SM,235560,Contig_304497.fasta,0.014501738087354816,7.285158589989805e-06,0.49758803666184276
SM,235560,Contig_55498.fasta,0.017268494257044145,1.0581302059025945e-05,0.49951573849878933
SM,235560,Contig_60113.fasta,0.018482346778627062,1.2270986281138658e-05,0.5002424830261881
SM,235560,Contig_305805.fasta,0.013156031931421633,6.180997204943622e-06,0.49830917874396136
SM,235560,Contig_302556.fasta,0.018582562236188593,1.2287860047075903e-05,0.5002424830261881
SM,235560,Contig_61915.fasta,0.017237756362428115,1.0498776230425938e-05,0.5
SM,235560,Contig_134054.fasta,0.013248653610211573,5.916384951953373e-06,0.49734811957569913
SM,235560,Contig_368736.fasta,0.015777332672605872,9.014750518035952e-06,0.49951573849878933
SM,235560,Contig_552143.fasta,0.01992611746228969,1.3951358939973165e-05,0.5002424830261881
SM,235560,Contig_131677.fasta,0.01851379422353652,1.230742710928798e-05,0.5
SM,235560,Contig_500107.fasta,0.01840151246467136,1.2249460380897005e-05,0.5002424830261881
SM,235560,Contig_369773.fasta,0.01849014979207107,1.2252313463010015e-05,0.5
SM,235560,Contig_553945.fasta,0.01328287728023959,6.0205175784979624e-06,0.49758803666184276
SM,235560,Contig_135011.fasta,0.007782765659908274,2.059101618487493e-06,0.4835911861228317
SM,235560,Contig_1064039.fasta,0.015951943619547528,8.861656196916424e-06,0.49879110251450676
SM,235560,Contig_987907.fasta,0.015763599588578533,8.898897054564623e-06,0.49782818532818535
SM,235560,Contig_53369.fasta,0.014538793841661462,7.454334451495453e-06,0.49879110251450676
SM,235560,Contig_61766.fasta,0.02237782067388868,1.8561436881804636e-05,0.5009713453132588
SM,235560,Contig_53444.fasta,0.017173735578481158,1.0386507373054217e-05,0.4997577519379845
SM,235560,Contig_988014.fasta,0.014489307006521013,7.482023659664487e-06,0.49927395934172314
SM,235560,Contig_53893.fasta,0.011791385989198263,4.883458682869024e-06,0.49662975445353874
SM,235560,Contig_811026.fasta,0.014649556140583019,7.284159057757245e-06,0.49830917874396136
SM,235560,Contig_548326.fasta,0.01330228977719001,6.03182031802477e-06,0.49806856591018833
SM,235560,Contig_166.fasta,0.015855220352458524,8.818754348653942e-06,0.49830917874396136
SM,235560,Contig_368472.fasta,0.013217261820457495,6.051754381619201e-06,0.496868978805395
SM,235560,Contig_131533.fasta,0.014504388875855942,7.311883844030681e-06,0.49879110251450676
SM,235560,Contig_713578.fasta,0.017162170719279904,1.0473834127099873e-05,0.49951573849878933
SM,235560,Contig_62754.fasta,0.014561537588079583,7.501765695161492e-06,0.49855002416626387
SM,235560,Contig_499271.fasta,0.018586672837252034,1.2201321803189706e-05,0.5
SM,235560,Contig_547132.fasta,0.014411397855588846,7.396734209237653e-06,0.49782818532818535
SM,235560,Contig_542385.fasta,0.014544324765256154,7.357417097554664e-06,0.49830917874396136
SM,235560,Contig_1061989.fasta,0.01724564454680164,1.047779276422704e-05,0.4997577519379845
SM,235560,Contig_137023.fasta,0.015845420616460628,8.859633872853662e-06,0.49927395934172314
SM,235560,Contig_626516.fasta,0.014421470239055103,7.445044226756736e-06,0.49806856591018833
SM,235560,Contig_990243.fasta,0.01730108518010084,1.0450157242587301e-05,0.4997577519379845
SM,235560,Contig_59036.fasta,0.018546435421750582,1.209114487070838e-05,0.49951573849878933
SM,235560,Contig_1064338.fasta,0.017031781010866432,1.0638715597243229e-05,0.4997577519379845
SM,235560,Contig_426325.fasta,0.019840201995706103,1.4062830316568033e-05,0.5004852013585638
SM,235560,Contig_1063105.fasta,0.014672273364870767,7.283577537886078e-06,0.49855002416626387
SM,235560,Contig_132168.fasta,0.011813905128846922,4.988196254827817e-06,0.49710843373493974
SM,235560,Contig_372283.fasta,0.017285807455773412,1.0509923965445286e-05,0.49951573849878933
SM,235560,Contig_134478.fasta,0.015887524369067377,8.922561548982858e-06,0.49951573849878933
SM,235560,Contig_370234.fasta,0.0158453157493907,8.845064516289156e-06,0.49927395934172314
SM,235560,Contig_801164.fasta,0.013120770491768843,6.085564910558664e-06,0.49782818532818535
SM,235560,Contig_53484.fasta,0.02109974115765571,1.6340092395669047e-05,0.5007281553398059
SM,235560,Contig_549737.fasta,0.01322533308817733,6.143192984215497e-06,0.49830917874396136
SM,235560,Contig_206708.fasta,0.02243915999828351,1.8316180963560287e-05,0.5007281553398059
SM,235560,Contig_54992.fasta,0.018534659223637374,1.2150545492150518e-05,0.5002424830261881
SM,235560,Contig_1580.fasta,0.013357132312600984,6.019403776024939e-06,0.49782818532818535
SM,235560,Contig_138626.fasta,0.017339867514947743,1.042787144261912e-05,0.4997577519379845
SM,235560,Contig_302732.fasta,0.010564349854929265,3.698959984092497e-06,0.49212786259541985
SM,235560,Contig_544511.fasta,0.020001806358212932,1.4096367382339765e-05,0.5004852013585638
SM,235560,Contig_987555.fasta,0.010598433250041067,3.7608975333539498e-06,0.49543707973102785
SM,235560,Contig_132953.fasta,0.02516192323959366,2.278048902453186e-05,0.5014584346135148
SM,235560,Contig_544554.fasta,0.022411845519445063,1.8440711498681277e-05,0.5009713453132588
SM,235560,Contig_133584.fasta,0.010490131536425536,3.6888750391237606e-06,0.49189318073438243
SM,235560,Contig_57532.fasta,0.01714498930626052,1.0612678094474051e-05,0.49951573849878933
SM,235560,Contig_420261.fasta,0.018478462673555213,1.2416331754989617e-05,0.5
SM,235560,Contig_371170.fasta,0.015821586946751218,9.032163886659038e-06,0.49927395934172314
SM,235560,Contig_135069.fasta,0.01578422972366766,8.94269260786148e-06,0.49927395934172314
SM,235560,Contig_369063.fasta,0.011886808428883502,4.827369179275827e-06,0.4949616122840691
SM,235560,Contig_371618.fasta,0.017109879146148973,1.0504416961863182e-05,0.4997577519379845
SM,235560,Contig_555306.fasta,0.011808435714924953,4.890217845149665e-06,0.49591346153846155
SM,235560,Contig_550560.fasta,0.015727680547547373,8.984498677308376e-06,0.49903241412675375
SM,235560,Contig_60835.fasta,0.014496954391723601,7.445733465198164e-06,0.49806856591018833
SM,235560,Contig_542345.fasta,0.022593145868742576,1.813442997085137e-05,0.5009713453132588
SM,235560,Contig_61646.fasta,0.010670106421476594,3.77583302746688e-06,0.4933046389287422
SM,235560,Contig_498856.fasta,0.010490111173149625,3.809193369415821e-06,0.4940134099616858
SM,235560,Contig_501062.fasta,0.013108596521829552,6.07250656707431e-06,0.49782818532818535
SM,235560,Contig_368282.fasta,0.014507630677680088,7.335511346860092e-06,0.49855002416626387
SM,235560,Contig_428054.fasta,0.018422887896508356,1.237850792816289e-05,0.4997577519379845
SM,235560,Contig_994290.fasta,0.019778996771388373,1.4089238054258828e-05,0.5004852013585638
SM,235560,Contig_499481.fasta,0.011978421100894822,4.788134412772906e-06,0.49543707973102785
SM,235560,Contig_542530.fasta,0.014547902992013303,7.483114406675194e-06,0.49879110251450676
SM,235560,Contig_371705.fasta,0.00935349318813969,2.781898076080893e-06,0.4888625592417062
SM,235560,Contig_53599.fasta,0.017355004858476363,1.0248039367212426e-05,0.49951573849878933
SM,235560,Contig_985013.fasta,0.007956978454886814,1.9709440543616458e-06,0.48133457769482035
SM,235560,Contig_992481.fasta,0.015896016970124025,8.88964954726861e-06,0.49927395934172314
SM,235560,Contig_135275.fasta,0.00919761997015992,2.866047412415798e-06,0.49048977650974795
SM,235560,Contig_931634.fasta,0.017253988665417445,1.032433391631758e-05,0.49951573849878933
SM,235560,Contig_61990.fasta,0.009261261395326195,2.813455925892132e-06,0.4888625592417062
SM,235560,Contig_134230.fasta,0.010674884221069587,3.7244300999018143e-06,0.49212786259541985
SM,235560,Contig_303596.fasta,0.013290978385671863,5.945565462926396e-06,0.49782818532818535
SM,235560,Contig_212565.fasta,0.013145632754106684,6.01756043982813e-06,0.49782818532818535
SM,235560,Contig_1128046.fasta,0.015840109267305176,8.971893561250267e-06,0.4997577519379845
SM,235560,Contig_139855.fasta,0.01583079730712092,8.994645989656958e-06,0.49879110251450676
SM,235560,Contig_989235.fasta,0.013075484230402841,6.072407581863475e-06,0.49710843373493974
SM,235560,Contig_499439.fasta,0.00784216873076548,2.0136204528391777e-06,0.48268600842302295
SM,235560,Contig_1062866.fasta,0.014450822407435664,7.405258601346319e-06,0.49855002416626387
SM,235560,Contig_4593.fasta,0.014463321277265632,7.367921442399509e-06,0.49830917874396136
SM,235560,Contig_61074.fasta,0.015757662244848807,8.790224929276416e-06,0.49951573849878933
SM,235560,Contig_990281.fasta,0.007980509199704765,1.9786891621053337e-06,0.4856403013182674
SM,235560,Contig_499662.fasta,0.01592135291257294,8.739252919767661e-06,0.49927395934172314
SM,235560,Contig_62796.fasta,0.021235815792149747,1.6002034202569196e-05,0.5007281553398059
SM,235560,Contig_368867.fasta,0.01859575575031229,1.2176126803293998e-05,0.5002424830261881
SM,235560,Contig_368024.fasta,0.014526966290285912,7.465015858468202e-06,0.49927395934172314
SM,235560,Contig_1065845.fasta,0.009196098896388174,2.76829227642257e-06,0.49002375296912115
SM,235560,Contig_131648.fasta,0.009156902821993794,2.9213947267532315e-06,0.4925978987583572
SM,235560,Contig_1067335.fasta,0.014560918379599832,7.335319928811769e-06,0.49806856591018833
SM,235560,Contig_367937.fasta,0.011816010209345728,4.892344848978053e-06,0.4956751561749159
SM,235560,Contig_201958.fasta,0.017193953575251695,1.0427458111231272e-05,0.49903241412675375
SM,235560,Contig_546698.fasta,0.01447553470476196,7.500185101330242e-06,0.49855002416626387
SM,235560,Contig_308342.fasta,0.01198950007430169,4.784530080276706e-06,0.4949616122840691
SM,235560,Contig_138109.fasta,0.014554343767540473,7.3722192310956185e-06,0.49855002416626387
SM,235560,Contig_545981.fasta,0.010584401103521855,3.782308189312051e-06,0.49425011978917105
SM,235560,Contig_930043.fasta,0.011888544068560474,4.788569862889879e-06,0.4961519961519962
SM,235560,Contig_53486.fasta,0.009283937870663169,2.7365548286835617e-06,0.48979107312440645
SM,235560,Contig_24565782.fasta,0.013197756283756884,6.142559041106869e-06,0.49758803666184276
SM,235560,Contig_59009.fasta,0.015888012438596208,8.949355299204734e-06,0.49855002416626387
SM,235560,Contig_53814.fasta,0.011990577807475818,4.836258645758073e-06,0.49710843373493974
SM,235560,Contig_1116.fasta,0.01598900336667448,8.945504112817415e-06,0.49951573849878933
SM,235560,Contig_139857.fasta,0.022426729984511656,1.8600300496599644e-05,0.5009713453132588
SM,235560,Contig_420383.fasta,0.019865963094960724,1.3990710223925813e-05,0.5004852013585638
SM,235560,Contig_555118.fasta,0.017245807358542677,1.0475495013509977e-05,0.4997577519379845
SM,235560,Contig_1066641.fasta,0.021291685516625667,1.607527924465721e-05,0.5007281553398059
SM,235560,Contig_137669.fasta,0.013256113790699625,6.012030186812908e-06,0.49734811957569913
SM,235560,Contig_302668.fasta,0.018615985033005027,1.2119157235588797e-05,0.4997577519379845
SM,235560,Contig_305455.fasta,0.014577026482838852,7.3339128639689735e-06,0.49855002416626387
SM,235560,Contig_61545.fasta,0.01717157186817895,1.0528092601795274e-05,0.5
SM,235560,Contig_498353.fasta,0.010538084152148854,3.835341698449951e-06,0.49543707973102785
SM,235560,Contig_988988.fasta,0.021151942161036243,1.6159810958103613e-05,0.5007281553398059
SM,235560,Contig_985054.fasta,0.015857819893057703,8.787296027959127e-06,0.49903241412675375
SM,235560,Contig_420879.fasta,0.01996614380698369,1.3975328158145317e-05,0.5002424830261881
SM,235560,Contig_1258176.fasta,0.017213831981014473,1.0485439248922098e-05,0.5
SM,235560,Contig_499353.fasta,0.017086885144347398,1.050431239653442e-05,0.49951573849878933
SM,235560,Contig_468.fasta,0.022364552435113948,1.8319433878910534e-05,0.5009713453132588
SM,235560,Contig_993483.fasta,0.013202821984354487,6.105357350750995e-06,0.49830917874396136
SM,235560,Contig_988975.fasta,0.015876997757104383,8.866488464469396e-06,0.49855002416626387
SM,235560,Contig_988930.fasta,0.011826666154227393,4.878430285527646e-06,0.49710843373493974
SM,235560,Contig_1198429.fasta,0.01175247437477448,4.9155466928530225e-06,0.4956751561749159
SM,235560,Contig_933290.fasta,0.015760697284268942,9.060889742144493e-06,0.49951573849878933
SM,235560,Contig_499052.fasta,0.018342674656223613,1.2512434492016647e-05,0.5
SM,235560,Contig_305495.fasta,0.014504534323695391,7.272149343792889e-06,0.49782818532818535
SM,235560,Contig_985400.fasta,0.006633482428094562,1.3613232482085463e-06,0.4731651376146789
SM,235560,Contig_985094.fasta,0.013274302771312144,6.131922330708275e-06,0.49879110251450676
SM,235560,Contig_500018.fasta,0.01592006272584114,8.920089142794537e-06,0.49951573849878933
SM,235560,Contig_54766.fasta,0.014515924162455224,7.390516465154005e-06,0.49903241412675375
SM,235560,Contig_1263528.fasta,0.021295064580059222,1.6117190761857894e-05,0.5007281553398059
SM,235560,Contig_59228.fasta,0.011848620025526883,4.860552244807368e-06,0.49543707973102785
SM,235560,Contig_1065920.fasta,0.015997831886734076,8.856562559574802e-06,0.49951573849878933
SM,235560,Contig_555509.fasta,0.011943850666074543,4.72158134332548e-06,0.49519923187710035
SM,235560,Contig_139091.fasta,0.007887990072672076,1.9445231310171193e-06,0.4817842129845866
SM,235560,Contig_706082.fasta,0.017223246217917557,1.0438814659819664e-05,0.5
SM,235560,Contig_368629.fasta,0.007889447303922659,1.9779340038572274e-06,0.48223468910705936
SM,235560,Contig_625052.fasta,0.01712352293062197,1.0599664180883565e-05,0.4997577519379845
SM,235560,Contig_368691.fasta,0.019862139349104767,1.4100974594819615e-05,0.5004852013585638
SM,235560,Contig_551706.fasta,0.015906566046773086,8.846171936097812e-06,0.49927395934172314
SM,235560,Contig_61210.fasta,0.019940432364624745,1.4144397293747634e-05,0.5002424830261881
SM,235560,Contig_369691.fasta,0.011920038788523584,4.893717479968611e-06,0.49710843373493974
SM,235560,Contig_498443.fasta,0.009162484970204617,2.85957503946197e-06,0.49189318073438243
SM,235560,Contig_59641.fasta,0.007759902395803836,2.024446322713933e-06,0.4833645735707591
SM,235560,Contig_370353.fasta,0.0159493796523925,8.85773969470675e-06,0.49951573849878933
SM,235560,Contig_24566591.fasta,0.017150254285810716,1.0583139939980004e-05,0.4997577519379845
SM,235560,Contig_55467.fasta,0.011828248700751326,4.815265814804188e-06,0.496390760346487
SM,235560,Contig_543838.fasta,0.0158883328735892,8.890813629976169e-06,0.49927395934172314
SM,235560,Contig_988352.fasta,0.01584709722462017,8.989847254275776e-06,0.49927395934172314
SM,235560,Contig_56962.fasta,0.014421883020379932,7.4092907990912734e-06,0.49782818532818535
SM,235560,Contig_549823.fasta,0.010579972725053762,3.7186398850122142e-06,0.49425011978917105
SM,235560,Contig_546289.fasta,0.01459239771195715,7.335731897434292e-06,0.49830917874396136
SM,235560,Contig_5823.fasta,0.009285810461082478,2.781743421575684e-06,0.4914244878513578
SM,235560,Contig_304689.fasta,0.014506254866945349,7.340631015040649e-06,0.49855002416626387
SM,235560,Contig_1062142.fasta,0.011831186013958314,4.9126763821431635e-06,0.49782818532818535
SM,235560,Contig_62387.fasta,0.00930797058282247,2.734005648346302e-06,0.4883996212121212
SM,235560,Contig_133647.fasta,0.009290784174305521,2.8809613933227874e-06,0.49189318073438243
SM,235560,Contig_550173.fasta,0.018364879986562735,1.2462294890901606e-05,0.5
SM,235560,Contig_542713.fasta,0.01715990510745736,1.0391137394644021e-05,0.5
SM,235560,Contig_131574.fasta,0.011835420854647314,4.9051892426150075e-06,0.4961519961519962
SM,235560,Contig_542387.fasta,0.014577517247631443,7.269019657308902e-06,0.49903241412675375
SM,235560,Contig_306603.fasta,0.017226937958768413,1.036920340165299e-05,0.49951573849878933
SM,235560,Contig_137862.fasta,0.017162629304358884,1.065239104727097e-05,0.4997577519379845
SM,235560,Contig_553205.fasta,0.017363616744463867,1.0429090744141083e-05,0.5
SM,235560,Contig_53446.fasta,0.014544992865784912,7.2883283033968155e-06,0.49806856591018833
SM,235560,Contig_61498.fasta,0.013174189442385771,6.037884561024797e-06,0.49830917874396136
SM,235560,Contig_54950.fasta,0.017064152583018903,1.0640447590458688e-05,0.5
SM,235560,Contig_55915.fasta,0.0171712627662569,1.0454722497963484e-05,0.49927395934172314
SM,235560,Contig_55113.fasta,0.011831522968020286,4.950762714675339e-06,0.49710843373493974
SM,235560,Contig_24574211.fasta,0.014553918076323892,7.3481527836866216e-06,0.49758803666184276
SM,235560,Contig_55950.fasta,0.018614672655137013,1.2309437946674487e-05,0.5002424830261881
SM,235560,Contig_792106.fasta,0.018492401725804818,1.2241989683646601e-05,0.4997577519379845
SM,235560,Contig_24569564.fasta,0.021145422105836694,1.6413245686748005e-05,0.5007281553398059
SM,235560,Contig_499137.fasta,0.01994439156487252,1.4069817762016222e-05,0.5004852013585638
SM,235560,Contig_1065878.fasta,0.01587629424206109,8.82969083193011e-06,0.49951573849878933
SM,235560,Contig_500105.fasta,0.01993110714428088,1.410004536086138e-05,0.5004852013585638
SM,235560,Contig_990105.fasta,0.018502389410783332,1.2211764765806644e-05,0.5
SM,235560,Contig_213746.fasta,0.017155207756911844,1.043304435769696e-05,0.4997577519379845
SM,235560,Contig_308147.fasta,0.01867017629153362,1.2209537425660795e-05,0.5002424830261881
SM,235560,Contig_1064246.fasta,0.01201072089700816,4.858954769124889e-06,0.4961519961519962
SM,235560,Contig_500378.fasta,0.013229539990155284,6.013478743281592e-06,0.49806856591018833
SM,235560,Contig_372001.fasta,0.010575911728351914,3.7465283089556863e-06,0.49306883365200765
SM,235560,Contig_368549.fasta,0.015835230398675893,8.922485084102713e-06,0.49927395934172314
SM,235560,Contig_542593.fasta,0.013138696239200451,5.976863280945542e-06,0.49734811957569913
SM,235560,Contig_499422.fasta,0.017142530237021683,1.0438682900996113e-05,0.49927395934172314
SM,235560,Contig_134994.fasta,0.015814584654118002,8.991304179036521e-06,0.49951573849878933
SM,235560,Contig_62593.fasta,0.00920523417541728,2.874961535209019e-06,0.48955861414333174
SM,235560,Contig_1062838.fasta,0.02109721886645871,1.6063406880408735e-05,0.5007281553398059
SM,235560,Contig_306052.fasta,0.011883219848271816,4.889849147376558e-06,0.496868978805395
SM,235560,Contig_500079.fasta,0.01051387451602634,3.783688315398679e-06,0.4940134099616858
SM,235560,Contig_1065904.fasta,0.013255915263015363,6.002960258709553e-06,0.49806856591018833
SM,235560,Contig_552078.fasta,0.01453902673661253,7.445728597561007e-06,0.49879110251450676
SM,235560,Contig_1065941.fasta,0.017185939674938616,1.0548087756332879e-05,0.5
SM,235560,Contig_55393.fasta,0.014578408593375931,7.397824807161217e-06,0.49855002416626387
SM,235560,Contig_423779.fasta,0.014604022969751843,7.404620283812854e-06,0.49903241412675375
SM,235560,Contig_135642.fasta,0.018532394847082082,1.2304791619389571e-05,0.5002424830261881
SM,235560,Contig_302535.fasta,0.009246677724330509,2.803086574026832e-06,0.4888625592417062
SM,235560,Contig_61135.fasta,0.0157172061595498,9.031816213417879e-06,0.4997577519379845
SM,235560,Contig_134037.fasta,0.01461331139949172,7.490954341192773e-06,0.49879110251450676
SM,235560,Contig_131651.fasta,0.014587652892505477,7.385578090633951e-06,0.49806856591018833
SM,235560,Contig_369755.fasta,0.01994758909666428,1.411734420110829e-05,0.5002424830261881
SM,235560,Contig_985251.fasta,0.018450063308792584,1.2496799213763377e-05,0.5
SM,235560,Contig_305281.fasta,0.01462435281783469,7.454428071357488e-06,0.49927395934172314
SM,235560,Contig_1264101.fasta,0.019796241825581797,1.4204596923707293e-05,0.5002424830261881
SM,235560,Contig_53427.fasta,0.01722368923313411,1.0490154875494953e-05,0.5
SM,235560,Contig_1063267.fasta,0.015772395916073524,9.010938651365715e-06,0.4997577519379845
SM,235560,Contig_555358.fasta,0.011978073970624907,4.88471532449748e-06,0.4956751561749159
SM,235560,Contig_368078.fasta,0.014488040769425498,7.534058921168277e-06,0.49903241412675375
SM,235560,Contig_798280.fasta,0.017111674370006276,1.0575598445093158e-05,0.5
SM,235560,Contig_57241.fasta,0.018489657671873858,1.2226846935003306e-05,0.5002424830261881
SM,235560,Contig_550914.fasta,0.013297364153167159,6.010222656972917e-06,0.496868978805395
SM,235560,Contig_202130.fasta,0.013212717647273447,5.947211235229355e-06,0.49758803666184276
SM,235560,Contig_792223.fasta,0.0144846641209534,7.443695119885101e-06,0.49879110251450676
SM,235560,Contig_368085.fasta,0.009376516110353693,2.808663611868607e-06,0.49283325370281894
SM,235560,Contig_713989.fasta,0.01986168756289796,1.413270810327117e-05,0.5004852013585638
SM,235560,Contig_56628.fasta,0.009285058377561555,2.7759908590007146e-06,0.4907231208372978
SM,235560,Contig_369883.fasta,0.019785501223891836,1.4140740143225791e-05,0.5004852013585638
SM,235560,Contig_500548.fasta,0.018547744608293604,1.2242028680359385e-05,0.4997577519379845
SM,235560,Contig_138155.fasta,0.014539938786280045,7.586408074826019e-06,0.49855002416626387
SM,235560,Contig_307949.fasta,0.014474644999027578,7.497425534360717e-06,0.49927395934172314
SM,235560,Contig_135889.fasta,0.01583022264410548,8.953564909579007e-06,0.49927395934172314
SM,235560,Contig_56903.fasta,0.019913675498223687,1.413230222778816e-05,0.5004852013585638
SM,235560,Contig_134889.fasta,0.013253291310238715,6.164153876232083e-06,0.49855002416626387
SM,235560,Contig_367996.fasta,0.012008543044773187,4.79082365064554e-06,0.4961519961519962
SM,235560,Contig_57903.fasta,0.013281896244342112,6.079584611345886e-06,0.49734811957569913
SM,235560,Contig_139294.fasta,0.019858120806791064,1.4192176270795927e-05,0.5002424830261881
SM,235560,Contig_180.fasta,0.018455945265515337,1.2154584266382163e-05,0.4997577519379845
SM,235560,Contig_1268736.fasta,0.01858049691138724,1.2317435924041484e-05,0.5002424830261881
SM,235560,Contig_308022.fasta,0.011893492308164126,4.889310036789195e-06,0.496868978805395
SM,235560,Contig_985128.fasta,0.017308910915644037,1.0323894689069893e-05,0.49951573849878933
SM,235560,Contig_371212.fasta,0.013181723888865566,6.003876157161806e-06,0.49758803666184276
SM,235560,Contig_421597.fasta,0.007955593787985929,1.9968814163716584e-06,0.48427230046948355
SM,235560,Contig_985291.fasta,0.014649789939094306,7.298990681056291e-06,0.49855002416626387
SM,235560,Contig_59394.fasta,0.01577604642111665,8.862599144693295e-06,0.4997577519379845
SM,235560,Contig_498502.fasta,0.018545882357653067,1.2041178091195188e-05,0.5
SM,235560,Contig_423189.fasta,0.014637845900330392,7.502705548166119e-06,0.49927395934172314
SM,235560,Contig_543062.fasta,0.014479855048273668,7.427164877219601e-06,0.49758803666184276
SM,235560,Contig_543821.fasta,0.013185017890785362,6.062986160080576e-06,0.49830917874396136
SM,235560,Contig_429994.fasta,0.0120019701638581,4.7803365627218974e-06,0.49543707973102785
SM,235560,Contig_1065861.fasta,0.011798894884854921,4.9269394513634265e-06,0.49782818532818535
SM,235560,Contig_55662.fasta,0.009205756882703538,2.853036601407954e-06,0.49236276849642
