Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality
SM,235560,Contig_60972.fasta,0.011840014634521195,4.77877136736715e-06,0.49519923187710035
SM,235560,Contig_502426.fasta,0.015996882451305358,8.85510812017782e-06,0.49927395934172314
SM,235560,Contig_302574.fasta,0.02130764230783453,1.6212543189030092e-05,0.5007281553398059
SM,235560,Contig_369922.fasta,0.01335783959550998,5.958468447698109e-06,0.49758803666184276
SM,235560,Contig_56774.fasta,0.014570271107698913,7.315292808101066e-06,0.49879110251450676
SM,235560,Contig_53586.fasta,0.01717710303023462,1.0415718595542892e-05,0.4997577519379845
SM,235560,Contig_305448.fasta,0.013274008953063602,6.079283937948263e-06,0.49782818532818535
SM,235560,Contig_423780.fasta,0.014665306146616923,7.351633384571143e-06,0.49855002416626387
SM,235560,Contig_368225.fasta,0.027758039703164324,2.830288638868886e-05,0.5019464720194647
SM,235560,Contig_498426.fasta,0.017140062657808576,1.0628764540677223e-05,0.4997577519379845
SM,235560,Contig_543905.fasta,0.01981337551125932,1.424535286175321e-05,0.5004852013585638
SM,235560,Contig_799449.fasta,0.0171462107077735,1.0317814176734281e-05,0.49927395934172314
SM,235560,Contig_307703.fasta,0.017193467251723688,1.0407651745667113e-05,0.49951573849878933
SM,235560,Contig_135212.fasta,0.01593032210607476,8.734457444447217e-06,0.49903241412675375
SM,235560,Contig_542656.fasta,0.014644270295615632,7.313250286902966e-06,0.49830917874396136
SM,235560,Contig_368570.fasta,0.014547465358895931,7.333569089440341e-06,0.49806856591018833
SM,235560,Contig_58171.fasta,0.01581284978716178,8.752596326057661e-06,0.49855002416626387
SM,235560,Contig_989217.fasta,0.01056251018609493,3.82185424671802e-06,0.49448705656759345
SM,235560,Contig_24573992.fasta,0.017299314862245663,1.044966143107771e-05,0.4997577519379845
SM,235560,Contig_422441.fasta,0.017116405751670595,1.058477719151953e-05,0.5
SM,235560,Contig_58619.fasta,0.01722726045539655,1.0417211827104497e-05,0.4997577519379845
SM,235560,Contig_55786.fasta,0.02118646755321509,1.6200255342816607e-05,0.5007281553398059
SM,235560,Contig_84.fasta,0.0211919331837405,1.6123655665032922e-05,0.5007281553398059
SM,235560,Contig_302648.fasta,0.014519117058355535,7.42128412557926e-06,0.49903241412675375
SM,235560,Contig_56021.fasta,0.011892686770556452,4.911458734308941e-06,0.4961519961519962
SM,235560,Contig_500040.fasta,0.0184537063656295,1.2270919738009922e-05,0.5
SM,235560,Contig_1066208.fasta,0.018511535085558282,1.2260798425591807e-05,0.4997577519379845
SM,235560,Contig_56448.fasta,0.015903483477465237,8.876882098823324e-06,0.49951573849878933
SM,235560,Contig_211575.fasta,0.014571685263643486,7.380085380400943e-06,0.49927395934172314
SM,235560,Contig_58270.fasta,0.019951059899929718,1.4127377388610197e-05,0.5002424830261881
SM,235560,Contig_501846.fasta,0.010622394154308159,3.772812917232817e-06,0.49448705656759345
SM,235560,Contig_542512.fasta,0.017266003832674858,1.0522609254746451e-05,0.4997577519379845
SM,235560,Contig_134156.fasta,0.013202720963317196,6.083005032898302e-06,0.49782818532818535
SM,235560,Contig_24575311.fasta,0.016009418526696885,8.914807524948678e-06,0.49927395934172314
SM,235560,Contig_56365.fasta,0.01317641891743346,6.095645671801527e-06,0.49782818532818535
SM,235560,Contig_24577067.fasta,0.007880843633195593,2.068750938796794e-06,0.4844997651479568
SM,235560,Contig_302549.fasta,0.01853967316096275,1.2129447417039834e-05,0.4997577519379845
SM,235560,Contig_61598.fasta,0.014558936452926819,7.501608017490457e-06,0.49927395934172314
SM,235560,Contig_57982.fasta,0.014525013248761631,7.401653035069521e-06,0.49903241412675375
SM,235560,Contig_367952.fasta,0.0131267972304797,6.085199291141466e-06,0.49734811957569913
SM,235560,Contig_548080.fasta,0.01990079390371691,1.3993441164423265e-05,0.5004852013585638
SM,235560,Contig_55623.fasta,0.01183527799852748,4.847531337987353e-06,0.49662975445353874
SM,235560,Contig_56982.fasta,0.02104595969054756,1.6213879664476815e-05,0.5007281553398059
SM,235560,Contig_1066315.fasta,0.018518398832838033,1.2272587946051288e-05,0.5002424830261881
SM,235560,Contig_369802.fasta,0.02002865262172114,1.3977479430479127e-05,0.5004852013585638
SM,235560,Contig_132276.fasta,0.015861336119586417,9.002455214976614e-06,0.4997577519379845
SM,235560,Contig_985545.fasta,0.021040827657326323,1.631942043198644e-05,0.5007281553398059
