Virus,Host
49631--k141_158323||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_158323||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_158323||full.fasta,concatenated_49628-contigs.fasta
49631--k141_158323||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_158323||full.fasta,concatenated_49624-contigs.fasta
49631--k141_158323||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_158323||full.fasta,concatenated_49627-contigs.fasta
49631--k141_158323||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_158323||full.fasta,concatenated_49626-contigs.fasta
49631--k141_158323||full.fasta,concatenated_Sample_49624_23.fasta
49631--k141_158323||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_158323||full.fasta,concatenated_49631-contigs.fasta
concatenated_49631_vRhyme_bin_306.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49631_vRhyme_bin_306.fasta,concatenated_Sample_49624_12.fasta
concatenated_49631_vRhyme_bin_306.fasta,concatenated_Sample_49624_46.fasta
concatenated_49631_vRhyme_bin_306.fasta,concatenated_Sample_49628_11.fasta
concatenated_49631_vRhyme_bin_306.fasta,concatenated_Sample_49625_6.fasta
concatenated_49631_vRhyme_bin_306.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_42.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_42.fasta,concatenated_Sample_49625_6.fasta
concatenated_49641_vRhyme_bin_42.fasta,concatenated_Sample_49624_8.fasta
49628--k141_410413||full.fasta,concatenated_Sample_49632_5.1.fasta
49628--k141_410413||full.fasta,concatenated_49633-contigs.fasta
49628--k141_410413||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_410413||full.fasta,concatenated_49628-contigs.fasta
49628--k141_410413||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_410413||full.fasta,concatenated_49624-contigs.fasta
49628--k141_410413||full.fasta,concatenated_Sample_49624_47.fasta
49628--k141_410413||full.fasta,concatenated_Sample_49624_51.1.fasta
49628--k141_410413||full.fasta,concatenated_49627-contigs.fasta
49628--k141_410413||full.fasta,concatenated_Sample_49625_6.fasta
49628--k141_410413||full.fasta,concatenated_49626-contigs.fasta
49628--k141_410413||full.fasta,concatenated_49629-contigs.fasta
49628--k141_410413||full.fasta,concatenated_Sample_49632_27.fasta
49628--k141_410413||full.fasta,concatenated_49631-contigs.fasta
49627--k141_15112||full.fasta,concatenated_Sample_49624_46.fasta
49627--k141_15112||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_49633-contigs.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49624_12.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_49628-contigs.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49628_11.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49628_55.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_430.fasta,concatenated_49631-contigs.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_Sample_49632_12.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_Sample_49628_11.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_49624-contigs.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_49627-contigs.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_49626-contigs.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_49625-contigs.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_Sample_49632_27.fasta
concatenated_49641_vRhyme_bin_140.fasta,concatenated_49631-contigs.fasta
49631--k141_64067||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_64067||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_64067||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_64067||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_64067||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_64067||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_241853||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_241853||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_241853||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_241853||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_241853||full.fasta,concatenated_49631-contigs.fasta
49641--k141_232968||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_232968||full.fasta,concatenated_49628-contigs.fasta
49641--k141_232968||full.fasta,concatenated_49624-contigs.fasta
49641--k141_232968||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_232968||full.fasta,concatenated_49627-contigs.fasta
49641--k141_232968||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_232968||full.fasta,concatenated_49626-contigs.fasta
49641--k141_232968||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_232968||full.fasta,concatenated_49631-contigs.fasta
49641--k141_50097||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_50097||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_50097||full.fasta,concatenated_Sample_49624_8.fasta
49628--k141_185128||full.fasta,concatenated_Sample_49632_5.1.fasta
49628--k141_185128||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_185128||full.fasta,concatenated_Sample_49624_46.fasta
49628--k141_185128||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_185128||full.fasta,concatenated_Sample_49624_47.fasta
49628--k141_185128||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_133420||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_133420||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_133420||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_133420||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49631_vRhyme_bin_215.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49631_vRhyme_bin_215.fasta,concatenated_49633-contigs.fasta
concatenated_49631_vRhyme_bin_215.fasta,concatenated_Sample_49624_46.fasta
concatenated_49631_vRhyme_bin_215.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49631_vRhyme_bin_215.fasta,concatenated_49629-contigs.fasta
49631--k141_96930||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_96930||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_96930||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_96930||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_96930||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_96930||full.fasta,concatenated_49625-contigs.fasta
49631--k141_96930||full.fasta,concatenated_Sample_49624_8.fasta
49628--k141_255962||full.fasta,concatenated_Sample_49632_12.fasta
49628--k141_255962||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_255962||full.fasta,concatenated_49628-contigs.fasta
49628--k141_255962||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_255962||full.fasta,concatenated_49627-contigs.fasta
49628--k141_255962||full.fasta,concatenated_Sample_49625_6.fasta
49628--k141_255962||full.fasta,concatenated_49626-contigs.fasta
49628--k141_255962||full.fasta,concatenated_Sample_49624_8.fasta
49628--k141_255962||full.fasta,concatenated_Sample_49632_27.fasta
49628--k141_255962||full.fasta,concatenated_49631-contigs.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49632_5.1.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49624_46.fasta
49628--k141_147195||full.fasta,concatenated_49628-contigs.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_147195||full.fasta,concatenated_49624-contigs.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49624_47.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49624_51.1.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49628_55.fasta
49628--k141_147195||full.fasta,concatenated_49629-contigs.fasta
49628--k141_147195||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_29285||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_29285||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_29285||full.fasta,concatenated_Sample_49624_8.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49632_12.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49632_5.1.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49624_46.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49625_12.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49624_51.1.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49624_34.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49628_20.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49624_23.fasta
49628--k141_405481||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_224226||full.fasta,concatenated_49633-contigs.fasta
49631--k141_224226||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_224226||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_224226||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_224226||full.fasta,concatenated_49624-contigs.fasta
49631--k141_224226||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_224226||full.fasta,concatenated_49625-contigs.fasta
49631--k141_224226||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_224226||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_224226||full.fasta,concatenated_49631-contigs.fasta
49631--k141_88935||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_88935||full.fasta,concatenated_49633-contigs.fasta
49631--k141_88935||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_88935||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_88935||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_88935||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_202211||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_202211||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_202211||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_202211||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_202211||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_202211||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_202211||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_193520||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_193520||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_193520||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_193520||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49631_vRhyme_bin_92.fasta,concatenated_Sample_49624_46.fasta
concatenated_49631_vRhyme_bin_92.fasta,concatenated_Sample_49624_47.fasta
concatenated_49631_vRhyme_bin_92.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49631_vRhyme_bin_92.fasta,concatenated_Sample_49632_27.fasta
49641--k141_230671||full.fasta,concatenated_49628-contigs.fasta
49641--k141_230671||full.fasta,concatenated_49624-contigs.fasta
49641--k141_230671||full.fasta,concatenated_49627-contigs.fasta
49641--k141_230671||full.fasta,concatenated_49626-contigs.fasta
49641--k141_230671||full.fasta,concatenated_Sample_49632_27.fasta
49641--k141_230671||full.fasta,concatenated_49631-contigs.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49632_12.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49624_12.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49628_11.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49624_47.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49624_51.1.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49625_6.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49624_8.fasta
49627--k141_54137_1.fasta,concatenated_Sample_49632_27.fasta
49641--k141_110253||full.fasta,concatenated_Sample_49624_8.fasta
49628--k141_96496||full.fasta,concatenated_Sample_49632_5.1.fasta
49628--k141_96496||full.fasta,concatenated_49633-contigs.fasta
49628--k141_96496||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_96496||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_96496||full.fasta,concatenated_49624-contigs.fasta
49628--k141_96496||full.fasta,concatenated_Sample_49625_6.fasta
49628--k141_96496||full.fasta,concatenated_49626-contigs.fasta
49628--k141_96496||full.fasta,concatenated_49629-contigs.fasta
49628--k141_96496||full.fasta,concatenated_Sample_49624_8.fasta
49628--k141_96496||full.fasta,concatenated_49631-contigs.fasta
49641--k141_92593||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_92593||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_92593||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_18184||full.fasta,concatenated_Sample_49632_27.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49632_12.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49632_5.1.fasta
49624--k141_88953||full.fasta,concatenated_49633-contigs.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49624_46.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49624_47.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49624_51.1.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49624_34.fasta
49624--k141_88953||full.fasta,concatenated_49625-contigs.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49628_20.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49628_55.fasta
49624--k141_88953||full.fasta,concatenated_49629-contigs.fasta
49624--k141_88953||full.fasta,concatenated_Sample_49632_27.fasta
49628--k141_32564||full.fasta,concatenated_49633-contigs.fasta
49628--k141_32564||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_32564||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_32564||full.fasta,concatenated_49624-contigs.fasta
49628--k141_32564||full.fasta,concatenated_Sample_49624_51.1.fasta
49628--k141_32564||full.fasta,concatenated_Sample_49625_6.fasta
49628--k141_32564||full.fasta,concatenated_49629-contigs.fasta
49628--k141_32564||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_147178||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_221461||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_221461||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_221461||full.fasta,concatenated_Sample_49625_12.fasta
49641--k141_221461||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_221461||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_221461||full.fasta,concatenated_49627-contigs.fasta
49641--k141_221461||full.fasta,concatenated_49626-contigs.fasta
49641--k141_221461||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_221461||full.fasta,concatenated_49631-contigs.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_182827||full.fasta,concatenated_49628-contigs.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49625_12.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_182827||full.fasta,concatenated_49627-contigs.fasta
49641--k141_182827||full.fasta,concatenated_49626-contigs.fasta
49641--k141_182827||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_182827||full.fasta,concatenated_49631-contigs.fasta
concatenated_49627_vRhyme_bin_16.fasta,concatenated_Sample_49624_12.fasta
concatenated_49627_vRhyme_bin_16.fasta,concatenated_Sample_49624_46.fasta
concatenated_49627_vRhyme_bin_16.fasta,concatenated_Sample_49628_11.fasta
concatenated_49627_vRhyme_bin_16.fasta,concatenated_Sample_49624_47.fasta
concatenated_49627_vRhyme_bin_16.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_255287||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_255287||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_255287||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_255287||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_255287||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49632_12.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49624_12.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_49628-contigs.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49628_11.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49628_63.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49624_34.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49625_6.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_49626-contigs.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_49625-contigs.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49628_55.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49624_23.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_Sample_49632_27.fasta
concatenated_49641_vRhyme_bin_346.fasta,concatenated_49631-contigs.fasta
concatenated_49627_vRhyme_bin_103.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49627_vRhyme_bin_103.fasta,concatenated_Sample_49624_12.fasta
concatenated_49627_vRhyme_bin_103.fasta,concatenated_Sample_49628_11.fasta
concatenated_49627_vRhyme_bin_103.fasta,concatenated_Sample_49625_6.fasta
concatenated_49627_vRhyme_bin_103.fasta,concatenated_Sample_49624_8.fasta
49631--k141_120881||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_120881||full.fasta,concatenated_49633-contigs.fasta
49631--k141_120881||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_120881||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_120881||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_120881||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_120881||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_120881||full.fasta,concatenated_49626-contigs.fasta
49631--k141_120881||full.fasta,concatenated_49625-contigs.fasta
49631--k141_120881||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_120881||full.fasta,concatenated_49631-contigs.fasta
49632--k141_29364||full.fasta,concatenated_Sample_49632_5.1.fasta
49632--k141_29364||full.fasta,concatenated_Sample_49624_47.fasta
49632--k141_29364||full.fasta,concatenated_Sample_49624_23.fasta
49632--k141_29364||full.fasta,concatenated_Sample_49632_27.fasta
49641--k141_80746||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_80746||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_80746||full.fasta,concatenated_Sample_49624_8.fasta
49627--k141_77858||full.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_77858||full.fasta,concatenated_Sample_49624_46.fasta
49627--k141_77858||full.fasta,concatenated_49624-contigs.fasta
49627--k141_77858||full.fasta,concatenated_Sample_49624_47.fasta
49627--k141_77858||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_143693||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_143693||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49632_12.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_189605_1.fasta,concatenated_49633-contigs.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49624_12.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49624_46.fasta
49631--k141_189605_1.fasta,concatenated_49628-contigs.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49628_11.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49625_12.fasta
49631--k141_189605_1.fasta,concatenated_49624-contigs.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49624_47.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_189605_1.fasta,concatenated_49627-contigs.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49625_6.fasta
49631--k141_189605_1.fasta,concatenated_49626-contigs.fasta
49631--k141_189605_1.fasta,concatenated_49625-contigs.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49624_23.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49624_8.fasta
49631--k141_189605_1.fasta,concatenated_Sample_49632_27.fasta
49631--k141_189605_1.fasta,concatenated_49631-contigs.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_Sample_49632_12.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_49628-contigs.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_Sample_49625_12.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_49624-contigs.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_Sample_49624_47.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_49627-contigs.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_49626-contigs.fasta
concatenated_49627_vRhyme_bin_72.fasta,concatenated_49631-contigs.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_252059||full.fasta,concatenated_49633-contigs.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_252059||full.fasta,concatenated_49628-contigs.fasta
49641--k141_252059||full.fasta,concatenated_49624-contigs.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_252059||full.fasta,concatenated_49627-contigs.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_252059||full.fasta,concatenated_49626-contigs.fasta
49641--k141_252059||full.fasta,concatenated_49625-contigs.fasta
49641--k141_252059||full.fasta,concatenated_49629-contigs.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49624_23.fasta
49641--k141_252059||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_252059||full.fasta,concatenated_49631-contigs.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49632_12.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49624_12.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49624_46.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49628_11.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49624_47.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49625_6.fasta
49627--k141_43152||full.fasta,concatenated_49626-contigs.fasta
49627--k141_43152||full.fasta,concatenated_49625-contigs.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49624_23.fasta
49627--k141_43152||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_77053||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_26013||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_26013||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_26013||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_26013||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_26013||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_26013||full.fasta,concatenated_Sample_49624_8.fasta
49633--k141_17102.fasta,concatenated_Sample_49632_5.1.fasta
49633--k141_17102.fasta,concatenated_Sample_49624_12.fasta
49633--k141_17102.fasta,concatenated_Sample_49628_11.fasta
49633--k141_17102.fasta,concatenated_49624-contigs.fasta
49633--k141_17102.fasta,concatenated_Sample_49624_47.fasta
49633--k141_17102.fasta,concatenated_Sample_49624_51.1.fasta
49633--k141_17102.fasta,concatenated_Sample_49625_6.fasta
49633--k141_17102.fasta,concatenated_Sample_49628_55.fasta
49633--k141_17102.fasta,concatenated_Sample_49624_8.fasta
49633--k141_17102.fasta,concatenated_Sample_49632_27.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49624_12.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49624_46.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_49628-contigs.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49628_11.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_49627-contigs.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49625_6.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_49626-contigs.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_49625-contigs.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49624_8.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_Sample_49632_27.fasta
concatenated_49624_vRhyme_bin_35.fasta,concatenated_49631-contigs.fasta
49627--k141_38964_1.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_38964_1.fasta,concatenated_49633-contigs.fasta
49627--k141_38964_1.fasta,concatenated_Sample_49624_12.fasta
49627--k141_38964_1.fasta,concatenated_Sample_49624_46.fasta
49627--k141_38964_1.fasta,concatenated_49628-contigs.fasta
49627--k141_38964_1.fasta,concatenated_Sample_49628_11.fasta
49627--k141_38964_1.fasta,concatenated_49624-contigs.fasta
49627--k141_38964_1.fasta,concatenated_Sample_49624_47.fasta
49627--k141_38964_1.fasta,concatenated_Sample_49624_51.1.fasta
49627--k141_38964_1.fasta,concatenated_49627-contigs.fasta
49627--k141_38964_1.fasta,concatenated_49626-contigs.fasta
